SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,POSS,POSS_PCT,PPP,PTS,FGM,FGA,FG_PCT,EFG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,PERCENTILE
2024-25,Regular+Season,PHI,Philadelphia 76ers,82,6.0,5.5,1.04,6.3,2.6,4.9,53.9,54.4,12.3,9.1,11.7,2.2,53.2,13.8
2024-25,Regular+Season,SAS,San Antonio Spurs,82,5.6,5.0,1.05,5.9,2.5,4.7,54.3,55.1,10.6,8.5,10.0,2.6,52.7,20.7
2024-25,Regular+Season,DAL,Dallas Mavericks,82,4.8,4.3,1.22,5.9,2.5,3.9,64.7,65.6,13.4,8.9,13.4,3.3,61.3,96.6
2024-25,Regular+Season,GSW,Golden State Warriors,82,6.0,5.3,0.95,5.8,2.5,5.0,48.8,49.4,10.7,8.1,9.9,2.6,48.2,0.0
2024-25,Regular+Season,MIL,Milwaukee Bucks,82,4.4,4.0,1.22,5.3,2.3,3.7,62.1,63.8,12.8,6.7,12.3,3.6,60.1,100
2024-25,Regular+Season,CHI,Chicago Bulls,82,4.9,4.3,1.08,5.3,2.3,4.2,54.2,54.6,9.9,6.7,8.6,2.2,54.1,34.5
2024-25,Regular+Season,LAL,Los Angeles Lakers,82,4.7,4.4,1.12,5.3,2.3,4.0,56.8,57.6,10.8,6.7,9.5,2.3,56.7,69.0
2024-25,Regular+Season,CLE,Cleveland Cavaliers,82,4.8,4.3,1.10,5.3,2.2,3.8,58.0,58.4,13.4,10.3,12.3,2.8,55.4,55.2
2024-25,Regular+Season,IND,Indiana Pacers,82,4.9,4.4,1.09,5.3,2.2,4.0,55.0,55.9,12.0,8.0,11.8,2.5,54.1,48.3
2024-25,Regular+Season,MIA,Miami Heat,82,5.1,4.7,1.02,5.2,2.2,4.2,51.6,51.9,13.1,6.9,12.6,1.9,53.0,10.3
