SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,GP,W,L,MIN,DREB,DREB_CONTEST,DREB_CONTEST_PCT,DREB_CHANCES,DREB_CHANCE_PCT,DREB_CHANCE_DEFER,DREB_CHANCE_PCT_ADJ,AVG_DREB_DIST
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Gary Payton II,1627780,32,16,16,13.7,2.4,0.4,17.9,4.1,60.0,0.2,63.4,4.8
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Gary Trent Jr.,1629018,26,15,11,24.5,1.7,0.3,18.6,2.4,69.4,0.0,70.5,10.1
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Giannis Antetokounmpo,203507,26,14,12,29.3,6.8,1.4,20.5,9.5,71.3,0.6,75.9,5.1
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Goga Bitadze,1629048,36,20,16,17.0,3.2,1.3,42.1,5.6,56.7,0.6,63.0,4.0
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Gradey Dick,1641711,35,21,14,16.2,1.7,0.4,25.9,2.7,61.1,0.3,69.9,8.3
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Grant Williams,1629684,2,1,1,13.6,3.0,1.5,50.0,6.5,46.2,2.0,66.7,4.0
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Grayson Allen,1628960,21,10,11,29.8,2.5,0.7,26.9,5.6,44.1,0.8,51.0,9.0
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Guerschon Yabusele,1627824,28,19,9,10.3,1.8,0.5,26.0,3.3,53.8,0.6,64.9,6.2
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Gui Santos,1630611,26,12,14,13.0,2.0,0.7,33.3,3.4,57.3,0.3,63.8,6.0
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Harrison Barnes,203084,37,25,12,29.0,2.4,0.7,30.0,4.3,57.0,0.3,61.6,7.4
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Harrison Ingram,1631127,2,1,1,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Herbert Jones,1630529,23,7,16,28.3,2.6,0.6,23.7,4.7,55.1,0.4,60.2,8.7
