SEASON,SEASON_TYPE,TEAM_ABB,MATCHUP,GDATE,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT
2024-25,play-in,-,04/16/2025,W,48,26,17,14,56,13,9,13,40,0
2024-25,play-in,-,04/16/2025,W,48,18,4,14,40,15,13,15,40,0
2024-25,play-in,-,04/16/2025,L,48,15,13,15,40,18,4,14,40,0
2024-25,play-in,-,04/16/2025,L,48,13,9,13,40,26,17,14,56,0
2024-25,play-in,-,04/15/2025,W,48,27,19,11,42,12,26,11,48,0
2024-25,play-in,-,04/15/2025,W,48,12,26,19,58,11,15,4,52,0
2024-25,play-in,-,04/15/2025,L,48,12,26,11,48,27,19,11,42,0
2024-25,play-in,-,04/15/2025,L,48,11,15,4,52,12,26,19,58,0
2024-25,ist,-,12/17/2024,W,48,12,9,9,28,13,7,11,34,0
2024-25,ist,-,12/17/2024,L,48,13,7,11,34,12,9,9,28,0
2024-25,ist,-,12/14/2024,W,48,14,1,23,42,14,6,15,42,0
2024-25,ist,-,12/14/2024,W,48,13,12,10,40,12,19,20,44,0
2024-25,ist,-,12/14/2024,L,48,12,19,20,44,13,12,10,40,0
2024-25,ist,-,12/14/2024,L,48,14,6,15,42,14,1,23,42,0
2024-25,ist,-,12/11/2024,W,48,30,12,12,58,18,9,8,40,0
2024-25,ist,-,12/11/2024,W,48,13,14,20,66,18,12,10,54,0
2024-25,ist,-,12/11/2024,L,48,18,9,8,40,30,12,12,58,0
2024-25,ist,-,12/11/2024,L,48,18,12,10,54,13,14,20,66,0
2024-25,ist,-,12/10/2024,W,48,36,12,8,38,17,11,11,42,0
2024-25,ist,-,12/10/2024,W,48,12,11,14,50,20,14,8,52,0
2024-25,ist,-,12/10/2024,L,48,17,11,11,42,36,12,8,38,0
2024-25,ist,-,12/10/2024,L,48,20,14,8,52,12,11,14,50,0
2024-25,ist,-,12/03/2024,W,48,22,17,13,56,9,17,12,36,0
2024-25,ist,-,12/03/2024,W,48,19,12,16,38,16,22,12,38,0
2024-25,ist,-,12/03/2024,W,48,45,20,25,60,10,13,9,44,0
2024-25,ist,-,12/03/2024,W,48,25,8,9,50,6,7,16,46,0
2024-25,ist,-,12/03/2024,W,48,21,0,21,40,18,17,19,46,0
2024-25,ist,-,12/03/2024,W,48,23,9,14,56,17,11,11,48,0
2024-25,ist,-,12/03/2024,W,48,22,3,24,44,13,12,11,50,0
2024-25,ist,-,12/03/2024,W,48,24,16,19,50,18,4,6,52,0
2024-25,ist,-,12/03/2024,W,48,19,6,9,22,19,16,18,56,0
2024-25,ist,-,12/03/2024,W,48,26,13,22,44,27,24,10,58,0
2024-25,ist,-,12/03/2024,W,48,32,5,14,48,25,10,15,58,0
2024-25,ist,-,12/03/2024,L,48,19,16,18,56,19,6,9,22,0
2024-25,ist,-,12/03/2024,L,48,16,22,12,38,19,12,16,38,0
2024-25,ist,-,12/03/2024,L,48,18,17,19,46,21,0,21,40,0
2024-25,ist,-,12/03/2024,L,48,27,24,10,58,26,13,22,44,0
2024-25,ist,-,12/03/2024,L,48,13,12,11,50,22,3,24,44,0
2024-25,ist,-,12/03/2024,L,48,25,10,15,58,32,5,14,48,0
2024-25,ist,-,12/03/2024,L,48,6,7,16,46,25,8,9,50,0
2024-25,ist,-,12/03/2024,L,48,18,4,6,52,24,16,19,50,0
2024-25,ist,-,12/03/2024,L,48,9,17,12,36,22,17,13,56,0
2024-25,ist,-,12/03/2024,L,48,17,11,11,48,23,9,14,56,0
2024-25,ist,-,12/03/2024,L,48,10,13,9,44,45,20,25,60,0
2024-25,ist,-,11/29/2024,W,48,21,19,9,44,31,18,7,28,0
2024-25,ist,-,11/29/2024,W,48,20,16,15,38,5,7,15,32,0
2024-25,ist,-,11/29/2024,W,48,24,19,8,64,14,12,14,34,0
2024-25,ist,-,11/29/2024,W,48,34,11,8,48,19,6,14,42,0
2024-25,ist,-,11/29/2024,W,48,16,12,6,30,23,13,16,42,0
2024-25,ist,-,11/29/2024,W,48,27,12,13,52,21,14,16,44,0
2024-25,ist,-,11/29/2024,W,48,22,15,10,52,21,10,14,50,0
2024-25,ist,-,11/29/2024,W,48,19,13,19,62,16,13,12,52,0
2024-25,ist,-,11/29/2024,W,48,4,13,16,50,17,10,17,52,0
2024-25,ist,-,11/29/2024,W,48,27,12,14,36,14,11,8,62,0
2024-25,ist,-,11/29/2024,L,48,23,13,16,42,16,12,6,30,0
2024-25,ist,-,11/29/2024,L,48,14,11,8,62,27,12,14,36,0
2024-25,ist,-,11/29/2024,L,48,5,7,15,32,20,16,15,38,0
2024-25,ist,-,11/29/2024,L,48,31,18,7,28,21,19,9,44,0
2025-26,pre-season,-,10/17/2025,W,48,20,10,11,30,17,9,13,26,0
2025-26,pre-season,-,10/17/2025,W,48,26,20,12,40,31,18,3,34,0
2025-26,pre-season,-,10/17/2025,W,48,34,17,38,66,25,13,5,40,0
2025-26,pre-season,-,10/17/2025,W,48,11,11,7,48,15,7,15,40,0
2025-26,pre-season,-,10/17/2025,W,48,26,25,30,60,20,12,17,46,0
2025-26,pre-season,-,10/17/2025,W,48,29,10,9,54,24,16,25,50,0
2025-26,pre-season,-,10/17/2025,W,48,28,23,38,66,29,15,25,52,0
2025-26,pre-season,-,10/17/2025,W,48,16,17,15,50,22,11,12,62,0
2025-26,pre-season,-,10/17/2025,L,48,17,9,13,26,20,10,11,30,0
2025-26,pre-season,-,10/17/2025,L,48,31,18,3,34,26,20,12,40,0
2025-26,pre-season,-,10/17/2025,L,48,15,7,15,40,11,11,7,48,0
2025-26,pre-season,-,10/17/2025,L,48,22,11,12,62,16,17,15,50,0
2025-26,pre-season,-,10/17/2025,L,48,24,16,25,50,29,10,9,54,0
2025-26,pre-season,-,10/17/2025,L,48,20,12,17,46,26,25,30,60,0
2025-26,pre-season,-,10/17/2025,L,48,25,13,5,40,34,17,38,66,0
2025-26,pre-season,-,10/17/2025,L,48,29,15,25,52,28,23,38,66,0
2025-26,pre-season,-,10/16/2025,W,48,29,21,19,50,13,21,9,36,0
2025-26,pre-season,-,10/16/2025,W,48,26,9,12,56,14,16,11,44,0
2025-26,pre-season,-,10/16/2025,W,48,34,7,37,46,25,16,11,64,0
2025-26,pre-season,-,10/16/2025,W,48,29,18,27,68,26,13,18,64,0
2025-26,pre-season,-,10/16/2025,W,48,24,15,14,56,20,20,15,72,0
2025-26,pre-season,-,10/16/2025,L,48,25,16,11,64,34,7,37,46,0
2025-26,pre-season,-,10/16/2025,L,48,13,21,9,36,29,21,19,50,0
2025-26,pre-season,-,10/16/2025,L,48,14,16,11,44,26,9,12,56,0
2025-26,pre-season,-,10/16/2025,L,48,20,20,15,72,24,15,14,56,0
2025-26,pre-season,-,10/16/2025,L,48,26,13,18,64,29,18,27,68,0
2025-26,pre-season,-,10/15/2025,W,48,21,21,16,58,21,10,14,28,0
2025-26,pre-season,-,10/15/2025,W,48,15,13,23,60,5,10,14,34,0
2025-26,pre-season,-,10/15/2025,W,48,13,12,12,38,26,16,19,46,0
2025-26,pre-season,-,10/15/2025,W,48,15,9,15,48,22,23,10,50,0
2025-26,pre-season,-,10/15/2025,L,48,26,16,19,46,13,12,12,38,0
2025-26,pre-season,-,10/15/2025,L,48,22,23,10,50,15,9,15,48,0
2025-26,pre-season,-,10/15/2025,L,48,21,10,14,28,21,21,16,58,0
2025-26,pre-season,-,10/15/2025,L,48,5,10,14,34,15,13,23,60,0
2025-26,pre-season,-,10/14/2025,W,48,20,12,7,40,20,12,8,32,0
2025-26,pre-season,-,10/14/2025,W,48,18,19,14,54,19,8,7,46,0
2025-26,pre-season,-,10/14/2025,W,48,20,21,24,38,15,14,10,46,0
2025-26,pre-season,-,10/14/2025,W,48,26,12,12,52,14,24,16,48,0
2025-26,pre-season,-,10/14/2025,W,48,25,8,18,38,32,17,24,58,0
2025-26,pre-season,-,10/14/2025,W,48,29,9,17,54,26,19,17,74,0
2025-26,pre-season,-,10/14/2025,L,48,32,17,24,58,25,8,18,38,0
2025-26,pre-season,-,10/14/2025,L,48,15,14,10,46,20,21,24,38,0
2025-26,pre-season,-,10/14/2025,L,48,20,12,8,32,20,12,7,40,0
2025-26,pre-season,-,10/14/2025,L,48,14,24,16,48,26,12,12,52,0
2025-26,pre-season,-,10/14/2025,L,48,19,8,7,46,18,19,14,54,0
2025-26,pre-season,-,10/14/2025,L,48,26,19,17,74,29,9,17,54,0
2025-26,pre-season,-,10/13/2025,W,48,26,25,19,50,19,17,17,28,0
2025-26,pre-season,-,10/13/2025,W,48,26,23,13,60,13,6,9,34,0
2025-26,pre-season,-,10/13/2025,W,48,23,16,19,54,13,4,5,44,0
2025-26,pre-season,-,10/13/2025,W,48,19,13,22,38,18,14,21,44,0
2025-26,regular-season,-,01/02/2026,W,48,26,27,31,56,15,12,17,28,0
2025-26,regular-season,-,01/02/2026,W,48,12,23,13,50,18,14,13,34,0
2025-26,regular-season,-,01/02/2026,W,48,13,13,16,48,13,14,14,38,0
2025-26,regular-season,-,01/02/2026,W,48,23,10,18,66,13,15,9,44,0
2025-26,regular-season,-,01/02/2026,W,48,15,14,16,54,19,8,19,44,0
2025-26,regular-season,-,01/02/2026,W,48,12,13,27,58,17,12,28,46,0
2025-26,regular-season,-,01/02/2026,W,48,16,22,7,60,16,3,9,50,0
2025-26,regular-season,-,01/02/2026,W,48,28,16,12,60,18,10,22,52,0
2025-26,regular-season,-,01/02/2026,W,48,18,13,8,68,27,10,18,60,0
2025-26,regular-season,-,01/02/2026,W,48,23,24,6,46,15,17,23,68,0
2025-26,regular-season,-,01/02/2026,L,48,15,17,23,68,23,24,6,46,0
2025-26,regular-season,-,01/02/2026,L,48,13,14,14,38,13,13,16,48,0
2025-26,regular-season,-,01/02/2026,L,48,18,14,13,34,12,23,13,50,0
2025-26,regular-season,-,01/02/2026,L,48,19,8,19,44,15,14,16,54,0
2025-26,regular-season,-,01/02/2026,L,48,15,12,17,28,26,27,31,56,0
2025-26,regular-season,-,01/02/2026,L,48,17,12,28,46,12,13,27,58,0
2025-26,regular-season,-,01/02/2026,L,48,16,3,9,50,16,22,7,60,0
2025-26,regular-season,-,01/02/2026,L,48,18,10,22,52,28,16,12,60,0
2025-26,regular-season,-,01/02/2026,L,48,13,15,9,44,23,10,18,66,0
2025-26,regular-season,-,01/02/2026,L,48,27,10,18,60,18,13,8,68,0
2025-26,regular-season,-,01/01/2026,W,48,9,8,9,50,11,13,11,40,0
2025-26,regular-season,-,01/01/2026,W,48,23,18,20,54,14,14,14,46,0
2025-26,regular-season,-,01/01/2026,W,48,24,13,26,52,18,13,18,54,0
2025-26,regular-season,-,01/01/2026,W,48,35,19,11,38,12,13,12,58,0
2025-26,regular-season,-,01/01/2026,W,48,19,10,16,58,11,14,16,64,0
2025-26,regular-season,-,01/01/2026,L,48,12,13,12,58,35,19,11,38,0
2025-26,regular-season,-,01/01/2026,L,48,11,13,11,40,9,8,9,50,0
2025-26,regular-season,-,01/01/2026,L,48,18,13,18,54,24,13,26,52,0
2025-26,regular-season,-,01/01/2026,L,48,14,14,14,46,23,18,20,54,0
2025-26,regular-season,-,01/01/2026,L,48,11,14,16,64,19,10,16,58,0
2025-26,regular-season,-,12/31/2025,W,48,28,18,25,52,17,17,12,34,0
2025-26,regular-season,-,12/31/2025,W,48,19,17,10,64,11,16,14,36,0
2025-26,regular-season,-,12/31/2025,W,48,11,12,17,56,15,15,19,36,0
2025-26,regular-season,-,12/31/2025,W,48,20,9,11,70,15,1,15,38,0
2025-26,regular-season,-,12/31/2025,W,48,23,16,17,38,4,17,5,42,0
2025-26,regular-season,-,12/31/2025,W,48,19,23,19,50,17,7,30,42,0
2025-26,regular-season,-,12/31/2025,W,48,7,12,13,42,11,16,20,46,0
2025-26,regular-season,-,12/31/2025,W,48,20,13,25,60,11,21,15,56,0
2025-26,regular-season,-,12/31/2025,W,48,17,21,7,32,28,10,19,56,0
2025-26,regular-season,-,12/31/2025,L,48,28,10,19,56,17,21,7,32,0
2025-26,regular-season,-,12/31/2025,L,48,4,17,5,42,23,16,17,38,0
2025-26,regular-season,-,12/31/2025,L,48,11,16,20,46,7,12,13,42,0
2025-26,regular-season,-,12/31/2025,L,48,17,7,30,42,19,23,19,50,0
2025-26,regular-season,-,12/31/2025,L,48,17,17,12,34,28,18,25,52,0
2025-26,regular-season,-,12/31/2025,L,48,15,15,19,36,11,12,17,56,0
2025-26,regular-season,-,12/31/2025,L,48,11,21,15,56,20,13,25,60,0
2025-26,regular-season,-,12/31/2025,L,48,11,16,14,36,19,17,10,64,0
2025-26,regular-season,-,12/31/2025,L,48,15,1,15,38,20,9,11,70,0
2025-26,regular-season,-,12/30/2025,W,48,30,6,31,74,21,15,12,44,0
2025-26,regular-season,-,12/30/2025,W,48,28,13,13,58,4,10,10,46,0
2025-26,ist,-,12/16/2025,W,48,10,32,13,56,19,28,10,44,0
2025-26,ist,-,12/16/2025,L,48,19,28,10,44,10,32,13,56,0
2025-26,ist,-,12/13/2025,W,48,26,16,16,40,25,6,23,44,0
2025-26,ist,-,12/13/2025,W,48,17,13,20,70,21,19,19,62,0
2025-26,ist,-,12/13/2025,L,48,25,6,23,44,26,16,16,40,0
2025-26,ist,-,12/13/2025,L,48,21,19,19,62,17,13,20,70,0
2025-26,ist,-,12/10/2025,W,48,34,9,18,50,20,6,20,42,0
2025-26,ist,-,12/10/2025,W,48,16,11,27,46,11,2,21,52,0
2025-26,ist,-,12/10/2025,L,48,11,2,21,52,16,11,27,46,0
2025-26,ist,-,12/10/2025,L,48,20,6,20,42,34,9,18,50,0
2025-26,ist,-,12/09/2025,W,48,23,25,16,42,23,21,19,44,0
2025-26,ist,-,12/09/2025,W,48,8,10,14,52,16,7,19,60,0
2025-26,ist,-,12/09/2025,L,48,23,21,19,44,23,25,16,42,0
2025-26,ist,-,12/09/2025,L,48,16,7,19,60,8,10,14,52,0
2025-26,ist,-,11/28/2025,W,48,20,10,31,58,8,13,10,36,0
2025-26,ist,-,11/28/2025,W,48,18,22,15,40,15,5,11,36,0
2025-26,ist,-,11/28/2025,W,48,21,14,14,58,9,8,8,38,0
2025-26,ist,-,11/28/2025,W,48,11,18,5,42,19,16,22,38,0
2025-26,ist,-,11/28/2025,W,48,12,4,6,52,20,26,19,42,0
2025-26,ist,-,11/28/2025,W,48,30,22,16,48,14,22,16,44,0
2025-26,ist,-,11/28/2025,W,48,25,12,36,64,13,13,17,46,0
2025-26,ist,-,11/28/2025,W,48,29,14,12,62,16,19,18,46,0
2025-26,ist,-,11/28/2025,W,48,29,6,18,44,12,20,12,48,0
2025-26,ist,-,11/28/2025,W,48,8,15,8,52,19,16,19,52,0
2025-26,ist,-,11/28/2025,W,48,10,10,15,56,24,7,29,74,0
2025-26,ist,-,11/28/2025,L,48,15,5,11,36,18,22,15,40,0
2025-26,ist,-,11/28/2025,L,48,19,16,22,38,11,18,5,42,0
2025-26,ist,-,11/28/2025,L,48,12,20,12,48,29,6,18,44,0
2025-26,ist,-,11/28/2025,L,48,14,22,16,44,30,22,16,48,0
2025-26,ist,-,11/28/2025,L,48,20,26,19,42,12,4,6,52,0
2025-26,ist,-,11/28/2025,L,48,19,16,19,52,8,15,8,52,0
2025-26,ist,-,11/28/2025,L,48,24,7,29,74,10,10,15,56,0
2025-26,ist,-,11/28/2025,L,48,9,8,8,38,21,14,14,58,0
2025-26,ist,-,11/28/2025,L,48,8,13,10,36,20,10,31,58,0
2025-26,ist,-,11/28/2025,L,48,16,19,18,46,29,14,12,62,0
2025-26,ist,-,11/28/2025,L,48,13,13,17,46,25,12,36,64,0
2025-26,ist,-,11/26/2025,W,48,20,5,16,52,11,12,8,28,0
2025-26,ist,-,11/26/2025,W,48,21,17,20,64,19,15,5,40,0
2025-26,ist,-,11/26/2025,W,48,18,15,9,46,15,7,11,40,0
2025-26,ist,-,11/26/2025,W,48,22,17,13,42,15,17,6,42,0
2025-26,ist,-,11/26/2025,W,48,20,18,12,22,15,27,11,42,0
2025-26,ist,-,11/26/2025,W,48,15,9,16,42,12,10,11,44,0
2025-26,ist,-,11/26/2025,W,48,21,19,12,48,9,20,9,46,0
2025-26,ist,-,11/26/2025,W,48,34,24,14,52,26,18,8,48,0
2025-26,ist,-,11/26/2025,W,53,25,10,9,66,25,17,16,50,0
2025-26,ist,-,11/26/2025,L,48,15,27,11,42,20,18,12,22,0
2025-26,ist,-,11/26/2025,L,48,15,17,6,42,22,17,13,42,0
2025-26,ist,-,11/26/2025,L,48,12,10,11,44,15,9,16,42,0
2025-26,ist,-,11/26/2025,L,48,15,7,11,40,18,15,9,46,0
2025-26,ist,-,11/26/2025,L,48,9,20,9,46,21,19,12,48,0
