SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,POSS,POSS_PCT,PPP,PTS,FGM,FGA,FG_PCT,EFG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,PERCENTILE
2016-17,Pre+Season,SAC,Sacramento Kings,6,8.5,7.9,1.43,12.2,5.3,7.3,72.7,72.7,11.8,3.9,11.8,2.0,72.5,93.5
2016-17,Pre+Season,OKC,Oklahoma City Thunder,6,10.3,9.1,1.16,12.0,4.5,7.2,62.8,62.8,21.0,11.3,21.0,1.6,62.9,35.5
2016-17,Pre+Season,MIA,Miami Heat,6,8.3,6.6,1.38,11.5,4.8,7.0,69.0,69.0,22.0,2.0,22.0,8.0,72.0,90.3
2016-17,Pre+Season,BOS,Boston Celtics,7,7.3,6.5,1.35,9.9,4.3,6.4,66.7,66.7,17.6,3.9,17.6,9.8,66.7,87.1
2016-17,Pre+Season,CHI,Chicago Bulls,7,9.4,8.3,1.04,9.9,4.3,8.0,53.6,53.6,7.6,7.6,6.1,0.0,53.0,6.5
2016-17,Pre+Season,UTA,Utah Jazz,6,9.8,9.1,1.15,11.3,4.0,7.0,57.1,57.1,27.1,8.5,27.1,6.8,57.6,32.3
2016-17,Pre+Season,MIL,Milwaukee Bucks,6,8.3,7.9,1.26,10.5,4.0,6.2,64.9,64.9,20.0,8.0,18.0,2.0,66.0,67.7
2016-17,Pre+Season,POR,Portland Trail Blazers,7,7.6,6.9,1.15,8.7,3.9,6.3,61.4,61.4,11.3,7.5,11.3,1.9,58.5,29.0
2016-17,Pre+Season,PHI,Philadelphia 76ers,7,7.7,6.8,1.09,8.4,2.7,5.1,52.8,52.8,27.8,11.1,27.8,5.6,57.4,16.1
2016-17,Pre+Season,TOR,Toronto Raptors,7,6.7,6.2,1.21,8.1,3.7,5.9,63.4,63.4,10.6,4.3,8.5,2.1,61.7,51.7
2016-17,Pre+Season,NOP,New Orleans Pelicans,5,9.4,8.4,1.21,11.4,4.0,6.6,60.6,60.6,23.4,6.4,19.1,0.0,66.0,51.7
2016-17,Pre+Season,LAC,LA Clippers,6,5.8,5.6,1.54,9.0,4.0,4.7,85.7,85.7,17.1,8.6,17.1,5.7,77.1,100
2016-17,Pre+Season,LAL,Los Angeles Lakers,8,5.8,5.0,1.17,6.8,2.9,4.8,60.5,60.5,13.0,4.3,13.0,0.0,63.0,38.7
2016-17,Pre+Season,CLE,Cleveland Cavaliers,6,7.2,6.6,1.23,8.8,2.8,5.2,54.8,54.8,34.9,7.0,34.9,14.0,58.1,61.3
2016-17,Pre+Season,BKN,Brooklyn Nets,6,7.8,7.0,1.13,8.8,3.5,6.3,55.3,55.3,17.0,6.4,17.0,4.3,57.4,25.8
2016-17,Pre+Season,SAS,San Antonio Spurs,5,10.4,9.6,1.02,10.6,4.2,7.4,56.8,56.8,17.3,15.4,15.4,3.8,51.9,3.2
