SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,MIN,DEF_RATING,DREB,DREB_PCT,STL,BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT
2017-18,Pre+Season,PHI,Philadelphia 76ers,5,2,3,48.0,95.9,40.2,77.9,9.6,6.4,20.0,3.4,6.6,42.4
2017-18,Pre+Season,PHX,Phoenix Suns,5,2,3,48.0,99.1,37.6,70.5,8.2,7.2,23.0,4.4,10.0,42.0
2017-18,Pre+Season,CLE,Cleveland Cavaliers,5,1,4,48.0,99.8,35.0,79.9,8.4,3.8,22.2,0.0,8.4,38.8
2017-18,Pre+Season,MIL,Milwaukee Bucks,4,1,3,48.0,103.1,32.8,73.1,7.8,5.0,19.8,4.3,4.0,41.5
2017-18,Pre+Season,NOP,New Orleans Pelicans,4,1,3,46.9,105.2,32.5,78.9,8.0,5.5,19.8,4.5,7.3,39.5
2017-18,Pre+Season,SAC,Sacramento Kings,6,1,5,48.0,101.7,29.7,74.8,6.8,2.8,16.2,2.3,10.7,41.7
2017-18,Pre+Season,Brisbane Bullets,Brisbane Bullets,1,0,1,48.0,104.6,36.0,81.8,5.0,3.0,9.0,0.0,23.0,42.0
2017-18,Pre+Season,Guangzhou Long-Lions,Guangzhou Long-Lions,1,0,1,44.2,117.5,18.0,63.6,10.0,1.0,15.0,14.0,15.0,72.0
2017-18,Pre+Season,Haifa Maccabi Haifa,Haifa Maccabi Haifa,3,0,3,48.0,114.2,26.3,75.2,10.0,5.3,29.0,0.0,9.3,46.0
2017-18,Pre+Season,Melbourne United,Melbourne United,1,0,1,48.0,88.7,33.0,65.0,5.0,3.0,12.0,13.0,4.0,36.0
2017-18,Pre+Season,NYK,New York Knicks,5,0,5,48.0,106.0,32.6,79.7,9.6,3.6,24.4,1.4,6.0,38.4
2017-18,Pre+Season,Shanghai Sharks,Shanghai Sharks,1,0,1,48.0,128.6,29.0,78.4,9.0,1.0,41.0,0.0,21.0,62.0
2017-18,Pre+Season,SAC,Sacramento Kings,1,0,1,48.0,105.9,29.0,71.4,11.0,1.0,21.0,11.0,10.0,64.0
2017-18,Regular+Season,HOU,Houston Rockets,82,65,17,48.2,105.7,34.5,75.0,8.5,4.8,15.8,11.9,11.9,48.0
2017-18,Regular+Season,TOR,Toronto Raptors,82,59,23,48.4,105.3,34.2,72.5,7.6,6.1,15.0,13.2,11.6,45.3
2017-18,Regular+Season,GSW,Golden State Warriors,82,58,24,48.1,106.8,35.1,71.2,8.0,7.5,18.5,13.7,14.1,47.4
2017-18,Regular+Season,BOS,Boston Celtics,82,55,27,48.3,103.2,35.1,73.9,7.4,4.5,15.6,11.2,10.4,43.8
2017-18,Regular+Season,PHI,Philadelphia 76ers,82,52,30,48.2,103.9,36.5,73.6,8.3,5.1,18.5,12.3,10.3,41.6
2017-18,Regular+Season,CLE,Cleveland Cavaliers,82,50,32,48.1,111.1,33.7,73.0,7.1,3.8,16.5,12.7,11.3,47.0
2017-18,Regular+Season,POR,Portland Trail Blazers,82,49,33,48.2,105.7,35.3,74.6,7.0,5.2,14.9,11.7,11.3,42.1
2017-18,Regular+Season,IND,Indiana Pacers,82,48,34,48.2,107.3,32.7,72.1,8.8,4.1,14.8,12.8,12.3,44.8
2017-18,Regular+Season,NOP,New Orleans Pelicans,82,48,34,48.7,107.4,35.6,72.6,8.0,5.9,17.3,13.8,14.2,47.7
2017-18,Regular+Season,OKC,Oklahoma City Thunder,82,48,34,48.4,106.4,32.6,72.5,9.1,5.0,14.4,12.8,11.2,43.5
2017-18,Regular+Season,UTA,Utah Jazz,82,48,34,48.2,103.0,34.2,75.6,8.6,5.1,16.4,10.8,9.5,41.8
2017-18,Regular+Season,MIN,Minnesota Timberwolves,82,47,35,48.3,110.2,31.6,72.0,8.4,4.2,15.2,13.0,12.9,45.7
2017-18,Regular+Season,SAS,San Antonio Spurs,82,47,35,48.1,104.1,33.9,74.1,7.7,5.6,15.0,12.2,12.5,44.1
2017-18,Regular+Season,DEN,Denver Nuggets,82,46,36,48.5,110.0,33.5,73.6,7.6,4.9,18.7,11.2,13.0,47.3
2017-18,Regular+Season,MIA,Miami Heat,82,44,38,48.6,105.8,34.2,74.1,7.6,5.3,15.6,11.8,11.0,43.5
2017-18,Regular+Season,MIL,Milwaukee Bucks,82,44,38,48.4,109.1,31.5,70.9,8.8,5.4,15.8,13.0,10.1,47.3
2017-18,Regular+Season,WAS,Washington Wizards,82,43,39,48.4,107.7,33.1,73.2,7.9,4.3,17.1,13.1,11.0,45.4
2017-18,Regular+Season,LAC,LA Clippers,82,42,40,48.1,109.2,33.7,71.8,7.7,4.5,17.4,13.2,15.4,44.8
2017-18,Regular+Season,DET,Detroit Pistons,82,39,43,48.3,106.7,33.6,74.0,7.7,3.9,14.9,11.2,9.9,43.6
2017-18,Regular+Season,CHA,Charlotte Hornets,82,36,46,48.2,109.0,35.4,76.3,6.8,4.5,14.8,10.7,10.7,45.2
2017-18,Regular+Season,LAL,Los Angeles Lakers,82,35,47,48.5,107.3,35.7,72.9,7.7,4.7,18.2,13.5,12.7,49.0
2017-18,Regular+Season,NYK,New York Knicks,82,29,53,48.4,109.7,33.6,72.7,6.7,5.1,17.4,13.2,11.4,43.4
2017-18,Regular+Season,BKN,Brooklyn Nets,82,28,54,48.4,109.7,34.8,73.1,6.2,4.8,17.3,13.6,11.6,47.8
2017-18,Regular+Season,CHI,Chicago Bulls,82,27,55,48.4,110.5,35.0,76.7,7.6,3.5,16.3,11.2,11.3,44.5
2017-18,Regular+Season,SAC,Sacramento Kings,82,27,55,48.2,110.4,31.4,73.1,7.8,4.1,15.7,11.6,12.3,42.2
2017-18,Regular+Season,ORL,Orlando Magic,82,25,57,48.1,109.4,32.8,71.4,7.6,4.9,17.0,12.8,12.9,48.3
2017-18,Regular+Season,ATL,Atlanta Hawks,82,24,58,48.1,110.1,32.8,71.9,7.8,4.2,17.9,12.9,13.0,44.4
2017-18,Regular+Season,DAL,Dallas Mavericks,82,24,58,48.3,108.4,33.1,74.9,7.0,3.8,13.9,11.4,14.3,42.2
2017-18,Regular+Season,MEM,Memphis Grizzlies,82,22,60,48.1,110.4,31.0,72.1,7.5,4.8,17.3,11.8,14.3,42.1
2017-18,Regular+Season,PHX,Phoenix Suns,82,21,61,48.1,111.7,33.9,72.4,6.9,4.5,18.6,13.2,14.6,47.1
2017-18,Playoffs,GSW,Golden State Warriors,21,16,5,48.2,102.0,35.9,73.2,7.9,5.8,14.5,12.9,12.2,46.0
2017-18,Playoffs,CLE,Cleveland Cavaliers,22,12,10,48.5,111.1,31.6,74.4,6.0,4.4,14.4,12.4,13.0,46.4
2017-18,Playoffs,BOS,Boston Celtics,19,11,8,48.5,106.2,32.8,74.7,6.8,4.1,12.5,10.7,11.1,44.7
2017-18,Playoffs,HOU,Houston Rockets,17,11,6,48.0,107.0,34.2,75.5,8.1,5.5,13.7,9.9,12.4,45.9
2017-18,Playoffs,NOP,New Orleans Pelicans,9,5,4,48.0,107.0,37.7,76.2,8.1,5.0,19.9,13.0,18.6,45.3
2017-18,Playoffs,PHI,Philadelphia 76ers,10,5,5,48.5,105.0,36.1,76.9,7.8,4.1,16.6,9.7,13.3,38.8
2017-18,Playoffs,UTA,Utah Jazz,11,5,6,48.0,106.1,35.6,75.4,7.5,5.0,18.9,12.2,12.5,40.4
2017-18,Playoffs,TOR,Toronto Raptors,10,4,6,48.5,116.4,30.7,71.9,5.7,6.1,16.4,10.9,14.3,47.4
2017-18,Playoffs,IND,Indiana Pacers,7,3,4,48.0,103.4,31.9,73.5,8.1,2.7,14.3,8.7,9.0,33.7
2017-18,Playoffs,MIL,Milwaukee Bucks,7,3,4,48.7,108.8,33.0,69.8,6.6,6.7,15.7,14.7,9.1,44.0
2017-18,Playoffs,OKC,Oklahoma City Thunder,6,2,4,48.0,106.9,34.7,71.3,8.8,4.2,15.3,15.2,11.7,44.3
2017-18,Playoffs,WAS,Washington Wizards,6,2,4,48.0,110.8,31.5,73.6,7.8,5.2,16.0,11.8,15.8,48.7
2017-18,Playoffs,MIA,Miami Heat,5,1,4,48.0,112.2,31.4,65.5,8.8,6.4,20.6,16.2,10.2,45.6
2017-18,Playoffs,MIN,Minnesota Timberwolves,5,1,4,48.0,116.0,36.6,74.5,5.0,3.2,13.6,14.6,8.0,44.4
2017-18,Playoffs,SAS,San Antonio Spurs,5,1,4,48.0,111.9,29.2,70.9,7.6,3.0,13.8,10.4,14.8,35.2
2017-18,Playoffs,POR,Portland Trail Blazers,4,0,4,48.0,113.9,32.3,78.1,8.3,3.8,18.5,10.5,16.8,54.0
2018-19,Pre+Season,LAC,LA Clippers,5,5,0,48.0,86.7,40.2,74.9,9.4,7.0,13.6,13.6,11.6,43.6
2018-19,Pre+Season,UTA,Utah Jazz,5,5,0,48.0,86.0,41.8,75.6,10.8,4.8,16.2,14.6,12.4,42.4
2018-19,Pre+Season,CHA,Charlotte Hornets,5,4,1,48.0,101.3,40.4,75.2,6.8,6.0,21.6,13.8,15.0,46.4
2018-19,Pre+Season,DEN,Denver Nuggets,5,4,1,48.0,97.5,36.2,75.5,10.4,5.0,15.4,12.2,16.8,46.0
2018-19,Pre+Season,HOU,Houston Rockets,5,4,1,48.0,98.4,32.8,73.2,11.4,6.2,18.6,13.4,11.0,49.2
2018-19,Pre+Season,TOR,Toronto Raptors,5,4,1,48.0,93.1,36.6,71.3,10.0,6.0,15.6,15.0,11.8,45.6
2018-19,Pre+Season,WAS,Washington Wizards,5,4,1,49.0,100.6,37.6,76.7,10.6,7.4,20.0,10.8,13.0,35.6
2018-19,Pre+Season,LAL,Los Angeles Lakers,6,3,3,48.0,100.9,36.7,70.9,9.0,6.0,23.2,13.3,16.7,47.0
2018-19,Pre+Season,MIA,Miami Heat,6,3,3,48.0,103.8,36.2,80.5,10.5,5.5,21.7,7.8,13.0,48.0
2018-19,Pre+Season,MIL,Milwaukee Bucks,4,3,1,49.3,98.6,43.0,70.1,6.3,6.0,16.5,14.5,6.8,45.5
2018-19,Pre+Season,NYK,New York Knicks,5,3,2,49.0,99.5,37.2,69.3,11.0,5.8,17.4,13.2,10.4,46.8
2018-19,Pre+Season,OKC,Oklahoma City Thunder,4,3,1,49.3,95.8,37.0,74.9,10.3,7.5,17.3,8.0,7.3,46.0
2018-19,Pre+Season,PHI,Philadelphia 76ers,4,3,1,48.0,102.2,34.8,72.9,10.0,6.8,21.5,10.5,8.8,39.5
2018-19,Pre+Season,POR,Portland Trail Blazers,5,3,2,48.0,105.7,35.8,73.8,6.2,4.4,19.8,13.2,13.0,40.0
2018-19,Pre+Season,SAS,San Antonio Spurs,5,3,2,48.0,100.6,38.0,72.1,7.0,5.2,16.2,16.0,13.4,43.6
2018-19,Pre+Season,ATL,Atlanta Hawks,5,2,3,48.0,105.1,35.0,70.3,9.8,6.2,25.6,17.0,14.6,51.2
2018-19,Pre+Season,BKN,Brooklyn Nets,4,2,2,49.3,104.5,36.0,70.5,7.8,5.5,29.0,15.3,9.5,41.5
2018-19,Pre+Season,CHI,Chicago Bulls,5,2,3,48.0,100.2,39.6,77.1,7.6,4.6,13.2,12.8,14.6,48.8
2018-19,Pre+Season,CLE,Cleveland Cavaliers,4,2,2,48.0,109.3,35.8,75.4,6.5,3.3,19.8,14.5,15.0,51.0
2018-19,Pre+Season,DAL,Dallas Mavericks,4,2,2,48.0,101.2,33.8,72.7,9.8,7.3,18.3,14.0,13.5,40.5
2018-19,Pre+Season,DET,Detroit Pistons,5,2,3,49.0,105.6,33.0,70.8,6.8,3.6,14.6,16.0,9.8,43.2
2018-19,Pre+Season,IND,Indiana Pacers,4,2,2,49.3,98.3,39.3,76.0,8.3,6.5,23.5,11.3,13.3,40.0
2018-19,Pre+Season,MEM,Memphis Grizzlies,5,2,3,49.0,106.0,33.6,68.3,9.6,4.6,22.4,15.2,14.2,38.0
2018-19,Pre+Season,ORL,Orlando Magic,5,2,3,48.0,93.4,39.4,80.6,7.6,5.4,13.8,5.4,11.4,32.8
2018-19,Pre+Season,PHX,Phoenix Suns,5,2,3,48.0,108.1,32.8,70.0,6.6,6.8,24.0,14.0,9.6,42.8
2018-19,Pre+Season,SAC,Sacramento Kings,6,2,4,48.0,110.2,31.2,73.3,8.7,4.5,15.8,11.0,15.7,50.3
2018-19,Pre+Season,BOS,Boston Celtics,4,1,3,48.0,103.6,37.8,73.9,8.5,6.5,14.3,12.8,13.0,42.0
2018-19,Pre+Season,GSW,Golden State Warriors,5,1,4,48.0,105.0,35.8,72.2,8.2,5.4,19.2,12.4,20.8,46.4
2018-19,Pre+Season,MIN,Minnesota Timberwolves,5,1,4,48.0,112.8,33.6,74.6,7.0,5.2,19.6,14.6,17.6,52.4
2018-19,Pre+Season,Adelaide 36ers,Adelaide 36ers,1,0,1,48.0,110.3,38.0,75.0,12.0,5.0,22.0,10.0,16.0,58.0
2018-19,Pre+Season,Beijing Ducks,Beijing Ducks,1,0,1,48.0,126.1,22.0,60.0,4.0,2.0,22.0,11.0,27.0,42.0
2018-19,Pre+Season,Flamengo Flamengo,Flamengo Flamengo,1,0,1,48.0,119.0,29.0,84.2,5.0,0.0,20.0,4.0,22.0,52.0
2018-19,Pre+Season,Guangzhou Long-Lions,Guangzhou Long-Lions,1,0,1,48.0,138.6,22.0,57.1,8.0,1.0,28.0,26.0,27.0,74.0
2018-19,Pre+Season,Haifa Maccabi Haifa,Haifa Maccabi Haifa,2,0,2,48.0,120.8,27.0,62.2,5.5,4.0,28.0,21.0,27.5,71.0
2018-19,Pre+Season,Melbourne United,Melbourne United,2,0,2,48.0,110.9,29.0,71.1,7.5,0.5,21.5,13.0,19.0,56.0
2018-19,Pre+Season,NOP,New Orleans Pelicans,5,0,5,48.0,109.3,38.2,71.7,6.8,6.0,25.4,14.6,15.0,65.2
2018-19,Pre+Season,New Zealand Breakers,New Zealand Breakers,1,0,1,48.0,92.9,32.0,66.7,9.0,5.0,17.0,12.0,8.0,32.0
2018-19,Pre+Season,Perth Wildcats,Perth Wildcats,2,0,2,48.0,114.1,27.5,67.0,8.5,1.5,21.0,21.0,19.0,56.0
2018-19,Pre+Season,Shanghai Sharks,Shanghai Sharks,1,0,1,48.0,128.0,29.0,70.5,8.0,0.0,31.0,15.0,27.0,36.0
2018-19,Pre+Season,SAC,Sacramento Kings,1,0,1,48.0,106.8,36.0,74.5,4.0,2.0,26.0,7.0,25.0,52.0
2018-19,Regular+Season,MIL,Milwaukee Bucks,82,60,22,48.2,104.9,40.4,75.7,7.5,5.9,14.6,12.1,11.0,42.2
2018-19,Regular+Season,TOR,Toronto Raptors,82,58,24,48.5,106.8,35.6,72.6,8.3,5.3,15.9,12.9,13.5,47.5
2018-19,Regular+Season,GSW,Golden State Warriors,82,57,25,48.3,108.6,36.5,72.7,7.6,6.4,17.4,13.8,15.1,47.1
2018-19,Regular+Season,DEN,Denver Nuggets,82,54,28,48.1,108.1,34.5,74.4,7.7,4.4,15.0,12.1,12.2,48.9
2018-19,Regular+Season,HOU,Houston Rockets,82,53,29,48.4,110.1,31.9,70.0,8.5,4.9,16.3,13.7,13.8,51.8
2018-19,Regular+Season,POR,Portland Trail Blazers,82,53,29,48.4,109.5,36.2,73.9,6.7,5.0,15.3,13.7,14.1,47.8
2018-19,Regular+Season,PHI,Philadelphia 76ers,82,51,31,48.3,109.0,36.9,74.1,7.4,5.3,17.3,12.3,14.7,51.2
2018-19,Regular+Season,UTA,Utah Jazz,82,50,32,48.2,105.3,36.4,75.9,8.1,5.9,16.9,11.2,11.4,47.7
2018-19,Regular+Season,BOS,Boston Celtics,82,49,33,48.2,107.0,34.7,72.8,8.6,5.3,14.8,13.5,13.2,45.9
2018-19,Regular+Season,OKC,Oklahoma City Thunder,82,49,33,48.4,106.5,35.5,73.8,9.3,5.2,16.0,12.5,12.3,48.4
2018-19,Regular+Season,IND,Indiana Pacers,82,48,34,48.1,106.0,33.7,72.2,8.7,4.9,14.9,13.3,14.0,44.8
2018-19,Regular+Season,LAC,LA Clippers,82,48,34,48.4,110.4,35.8,72.2,6.8,4.7,17.7,13.8,14.8,51.1
2018-19,Regular+Season,SAS,San Antonio Spurs,82,48,34,48.3,110.6,35.5,74.4,6.1,4.7,15.0,12.6,14.1,46.6
2018-19,Regular+Season,BKN,Brooklyn Nets,82,42,40,48.7,109.0,35.6,72.0,6.6,4.1,17.3,14.4,11.8,51.2
2018-19,Regular+Season,ORL,Orlando Magic,82,42,40,48.2,107.6,35.4,75.4,6.6,5.4,14.7,10.9,12.7,47.2
2018-19,Regular+Season,DET,Detroit Pistons,82,41,41,48.4,108.7,33.6,74.5,6.9,4.0,16.0,11.3,11.9,49.9
2018-19,Regular+Season,CHA,Charlotte Hornets,82,39,43,48.4,112.0,33.9,73.1,7.2,4.9,13.7,13.4,13.3,49.0
2018-19,Regular+Season,MIA,Miami Heat,82,39,43,48.1,107.1,35.1,73.1,7.6,5.5,17.1,13.7,12.5,42.3
2018-19,Regular+Season,SAC,Sacramento Kings,82,39,43,48.1,110.8,34.4,71.3,8.3,4.4,16.4,14.4,14.2,51.2
2018-19,Regular+Season,LAL,Los Angeles Lakers,82,37,45,48.2,108.9,36.4,72.5,7.5,5.4,18.5,14.0,15.9,50.3
2018-19,Regular+Season,MIN,Minnesota Timberwolves,82,36,46,48.4,112.2,33.5,70.9,8.3,5.0,15.1,14.8,13.6,48.9
2018-19,Regular+Season,DAL,Dallas Mavericks,82,33,49,48.2,110.1,35.2,73.4,6.5,4.3,15.6,13.0,16.7,47.7
2018-19,Regular+Season,MEM,Memphis Grizzlies,82,33,49,48.5,108.0,33.0,72.4,8.3,5.5,16.6,11.6,16.3,42.7
2018-19,Regular+Season,NOP,New Orleans Pelicans,82,33,49,48.2,112.0,36.2,72.9,7.4,5.4,18.0,13.7,15.7,51.6
2018-19,Regular+Season,WAS,Washington Wizards,82,32,50,48.6,112.9,32.7,70.6,8.3,4.6,17.0,14.1,14.0,52.1
2018-19,Regular+Season,ATL,Atlanta Hawks,82,29,53,48.4,113.1,34.5,71.8,8.2,5.1,21.1,14.6,16.5,49.3
2018-19,Regular+Season,CHI,Chicago Bulls,82,22,60,48.5,112.8,34.1,72.7,7.4,4.3,16.6,13.4,13.0,49.1
2018-19,Regular+Season,CLE,Cleveland Cavaliers,82,19,63,48.2,116.8,31.9,73.2,6.5,2.4,16.8,12.7,14.0,50.0
2018-19,Regular+Season,PHX,Phoenix Suns,82,19,63,48.5,114.2,31.3,68.3,9.0,5.1,19.5,15.5,15.8,53.0
2018-19,Regular+Season,NYK,New York Knicks,82,17,65,48.2,112.9,34.3,71.7,6.8,5.1,16.4,14.1,11.7,50.6
2018-19,Playoffs,TOR,Toronto Raptors,24,16,8,48.4,104.2,34.0,71.9,8.0,4.6,14.0,12.8,15.1,38.1
2018-19,Playoffs,GSW,Golden State Warriors,22,14,8,48.5,111.5,33.2,71.4,7.4,5.7,16.1,13.7,14.5,41.5
2018-19,Playoffs,MIL,Milwaukee Bucks,15,10,5,48.7,101.9,41.8,77.6,6.7,6.4,14.6,10.1,13.5,36.3
2018-19,Playoffs,POR,Portland Trail Blazers,16,8,8,49.6,110.6,33.8,69.1,6.9,5.1,15.5,16.3,12.7,47.9
2018-19,Playoffs,DEN,Denver Nuggets,14,7,7,49.4,111.1,34.6,70.3,5.7,4.6,9.9,14.3,9.1,46.7
2018-19,Playoffs,PHI,Philadelphia 76ers,12,7,5,48.0,106.0,37.1,75.2,6.3,5.4,19.3,10.8,16.0,43.2
2018-19,Playoffs,HOU,Houston Rockets,11,6,5,48.5,107.4,33.3,68.7,8.5,5.1,19.8,13.4,14.3,45.3
2018-19,Playoffs,BOS,Boston Celtics,9,5,4,48.0,103.0,40.3,78.3,5.9,3.8,16.6,11.6,18.8,41.1
2018-19,Playoffs,SAS,San Antonio Spurs,7,3,4,48.0,113.1,34.4,72.6,4.6,4.0,9.1,14.9,12.9,48.9
2018-19,Playoffs,LAC,LA Clippers,6,2,4,48.0,120.5,30.2,71.4,8.0,3.3,18.3,13.0,18.0,44.7
2018-19,Playoffs,BKN,Brooklyn Nets,5,1,4,48.0,115.9,29.2,64.3,7.6,2.8,17.8,19.0,11.6,58.4
2018-19,Playoffs,OKC,Oklahoma City Thunder,5,1,4,48.0,109.9,33.0,70.1,6.6,5.4,16.6,14.8,13.4,44.4
2018-19,Playoffs,ORL,Orlando Magic,5,1,4,48.0,111.5,33.8,79.6,6.6,4.0,17.6,10.6,12.6,47.2
2018-19,Playoffs,UTA,Utah Jazz,5,1,4,48.0,108.5,35.4,74.2,9.2,5.4,17.4,11.4,10.8,39.6
2018-19,Playoffs,DET,Detroit Pistons,4,0,4,48.0,120.5,31.5,72.7,7.3,4.0,13.3,11.5,19.8,55.0
2018-19,Playoffs,IND,Indiana Pacers,4,0,4,48.0,103.9,32.3,73.7,8.3,3.5,14.5,11.3,17.0,32.0
2018-19,All+Star,-,-,1,1,0,48.0,128.1,46.0,64.0,9.0,6.0,12.0,26.0,37.0,78.0
2018-19,All+Star,-,-,1,0,1,48.0,138.0,45.0,69.1,8.0,1.0,23.0,19.0,33.0,62.0
2019-20,Pre+Season,NOP,New Orleans Pelicans,8,8,0,47.0,101.1,35.3,74.8,9.0,5.0,19.0,13.0,11.9,45.8
2019-20,Pre+Season,MIL,Milwaukee Bucks,8,7,1,47.0,99.3,41.6,75.1,8.4,6.5,21.9,13.3,14.5,37.8
2019-20,Pre+Season,HOU,Houston Rockets,9,6,3,47.1,100.4,35.7,73.7,10.4,5.1,21.1,14.8,18.1,48.7
2019-20,Pre+Season,BOS,Boston Celtics,7,5,2,46.9,94.6,35.6,73.2,9.7,5.3,19.7,10.7,13.6,38.3
2019-20,Pre+Season,DEN,Denver Nuggets,7,5,2,46.9,97.4,37.1,76.4,9.9,5.0,21.7,10.4,13.9,41.7
2019-20,Pre+Season,IND,Indiana Pacers,7,5,2,47.6,100.0,39.0,77.1,7.1,5.9,20.7,10.4,16.7,45.4
2019-20,Pre+Season,LAL,Los Angeles Lakers,9,5,4,47.1,103.2,33.9,69.8,9.9,5.0,23.8,14.8,14.9,38.4
2019-20,Pre+Season,MIA,Miami Heat,8,5,3,47.0,101.1,36.3,80.1,7.5,3.9,22.0,7.6,13.0,40.5
2019-20,Pre+Season,OKC,Oklahoma City Thunder,7,5,2,46.9,99.4,37.6,73.0,8.7,4.6,18.6,15.0,11.1,44.0
2019-20,Pre+Season,PHI,Philadelphia 76ers,8,5,3,47.6,93.3,40.4,75.1,10.0,8.0,16.9,9.9,14.0,41.5
2019-20,Pre+Season,BKN,Brooklyn Nets,7,4,3,46.9,100.7,35.7,71.3,10.7,5.1,12.7,12.0,11.7,39.4
2019-20,Pre+Season,DAL,Dallas Mavericks,8,4,4,47.6,101.9,38.6,77.0,6.8,4.1,16.8,9.3,15.8,48.0
2019-20,Pre+Season,LAC,LA Clippers,8,4,4,47.0,96.9,34.9,72.2,7.3,4.3,18.5,15.5,14.3,41.5
2019-20,Pre+Season,MEM,Memphis Grizzlies,8,4,4,47.0,99.2,41.1,81.2,7.3,5.9,19.0,9.5,12.8,35.0
2019-20,Pre+Season,ORL,Orlando Magic,9,4,5,47.1,101.3,32.3,69.1,11.2,5.4,18.4,11.2,12.4,42.2
2019-20,Pre+Season,PHX,Phoenix Suns,7,4,3,46.9,100.5,33.7,74.9,11.6,3.1,20.6,13.0,16.6,42.6
2019-20,Pre+Season,SAC,Sacramento Kings,8,4,4,47.6,105.2,33.9,73.4,8.8,4.1,22.1,15.4,15.0,41.8
2019-20,Pre+Season,TOR,Toronto Raptors,7,4,3,46.9,102.1,39.9,74.1,9.7,4.7,20.7,14.4,13.4,39.7
2019-20,Pre+Season,DET,Detroit Pistons,5,3,2,48.0,106.6,35.2,77.1,5.8,4.8,19.8,11.2,11.4,48.0
2019-20,Pre+Season,SAS,San Antonio Spurs,8,3,5,47.0,107.3,37.0,75.1,7.4,6.0,21.4,14.9,18.3,49.3
2019-20,Pre+Season,UTA,Utah Jazz,8,3,5,47.0,108.7,36.0,79.1,6.4,3.0,20.3,11.1,11.9,50.0
2019-20,Pre+Season,WAS,Washington Wizards,8,3,5,47.0,100.0,34.1,76.8,8.0,3.6,15.3,13.8,10.1,38.8
2019-20,Pre+Season,CHI,Chicago Bulls,5,2,3,48.0,100.4,36.2,75.4,10.2,4.2,13.2,9.4,14.4,46.0
2019-20,Pre+Season,GSW,Golden State Warriors,5,2,3,48.0,106.8,33.8,67.3,11.0,6.4,20.8,13.0,17.0,53.2
2019-20,Pre+Season,MIN,Minnesota Timberwolves,5,2,3,48.0,103.7,36.6,77.9,9.2,5.6,17.4,12.4,16.8,49.6
2019-20,Pre+Season,POR,Portland Trail Blazers,8,2,6,47.0,105.7,37.0,75.0,7.3,6.0,22.3,11.6,16.5,40.0
2019-20,Pre+Season,ATL,Atlanta Hawks,5,1,4,48.0,105.7,37.0,70.8,7.2,4.6,24.6,18.0,13.2,43.2
2019-20,Pre+Season,CHA,Charlotte Hornets,5,1,4,48.0,100.2,36.6,73.7,7.6,5.6,22.0,11.0,13.6,50.0
2019-20,Pre+Season,CLE,Cleveland Cavaliers,4,1,3,48.0,106.1,30.8,73.6,7.5,3.3,20.0,14.5,10.5,53.5
2019-20,Pre+Season,NYK,New York Knicks,4,1,3,48.0,103.1,39.0,74.5,6.3,6.8,18.8,12.3,10.8,36.0
2019-20,Pre+Season,Adelaide 36ers,Adelaide 36ers,1,0,1,48.0,122.0,31.0,65.3,8.0,5.0,28.0,19.0,20.0,80.0
2019-20,Pre+Season,Buenos Aires San Lorenzo,Buenos Aires San Lorenzo,1,0,1,48.0,118.8,30.0,72.7,5.0,3.0,37.0,16.0,9.0,58.0
2019-20,Pre+Season,Guangzhou Long-Lions,Guangzhou Long-Lions,2,0,2,48.0,139.1,30.5,67.0,3.5,1.0,38.0,24.0,22.5,56.0
2019-20,Pre+Season,Haifa Maccabi Haifa,Haifa Maccabi Haifa,3,0,3,48.0,120.9,27.0,64.1,7.3,5.7,22.7,18.3,19.3,63.3
2019-20,Pre+Season,Melbourne United,Melbourne United,2,0,2,48.0,113.1,31.5,74.5,7.5,3.5,24.5,14.0,16.0,53.0
2019-20,Pre+Season,New Zealand Breakers,New Zealand Breakers,2,0,2,48.0,107.4,33.0,71.6,7.5,6.0,19.0,15.5,20.0,65.0
2019-20,Pre+Season,SESI/Franca Basketball Club of Brazil,SESI/Franca Basketball Club of Brazil,1,0,1,48.0,134.3,24.0,69.0,8.0,2.0,31.0,10.0,30.0,72.0
2019-20,Pre+Season,Shanghai Sharks,Shanghai Sharks,2,0,2,48.0,122.5,29.0,59.3,9.0,2.5,45.5,21.0,29.5,60.0
2019-20,Regular+Season,MIL,Milwaukee Bucks,73,56,17,48.2,102.5,42.2,77.5,7.2,5.9,16.9,11.3,13.6,38.7
2019-20,Regular+Season,TOR,Toronto Raptors,72,53,19,48.3,104.7,35.9,72.1,8.8,5.0,16.9,13.5,12.7,41.5
2019-20,Regular+Season,LAL,Los Angeles Lakers,71,52,19,48.1,106.1,35.1,73.7,8.6,6.6,17.4,12.0,16.5,45.8
2019-20,Regular+Season,LAC,LA Clippers,72,49,23,48.3,106.9,37.0,73.7,7.1,4.7,16.5,12.4,13.3,44.6
2019-20,Regular+Season,BOS,Boston Celtics,72,48,24,48.4,106.5,35.4,73.1,8.3,5.6,15.1,13.2,13.2,43.4
2019-20,Regular+Season,DEN,Denver Nuggets,73,46,27,48.6,110.4,33.4,72.5,8.0,4.6,16.2,12.2,12.4,48.2
2019-20,Regular+Season,IND,Indiana Pacers,73,45,28,48.3,107.5,34.1,71.8,7.4,5.2,15.0,13.2,13.6,47.6
