SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,W_PCT,TRAVEL,DOUBLE_DRIBBLE,DISCONTINUED_DRIBBLE,OFF_THREE_SEC,FIVE_SEC,EIGHT_SEC,SHOT_CLOCK,INBOUND,BACKCOURT,OFF_GOALTENDING,PALMING,OFF_FOUL,DEF_THREE_SEC,CHARGE,DELAY_OF_GAME,DEF_GOALTENDING,LANE,JUMP_BALL,KICKED_BALL
2017-18,Regular+Season,MIL,Milwaukee Bucks,82,44,38,.537,74,2,4,13,0,0,57,0,4,4,5,120,16,56,19,31,5,0,38
2017-18,Regular+Season,MIN,Minnesota Timberwolves,82,47,35,.573,75,3,3,16,2,0,56,1,5,6,1,136,13,54,6,21,2,0,41
2017-18,Regular+Season,NOP,New Orleans Pelicans,82,48,34,.585,77,4,4,15,0,0,41,2,4,5,3,122,8,57,20,12,1,0,33
2017-18,Regular+Season,NYK,New York Knicks,82,29,53,.354,91,1,1,8,2,0,41,0,3,3,3,145,20,45,15,21,3,1,26
2017-18,Regular+Season,OKC,Oklahoma City Thunder,82,48,34,.585,63,2,1,11,0,0,45,0,3,3,3,148,20,37,19,26,6,2,47
2017-18,Regular+Season,ORL,Orlando Magic,82,25,57,.305,100,4,11,12,2,1,46,1,9,8,0,139,7,63,18,16,1,1,17
2017-18,Regular+Season,PHI,Philadelphia 76ers,82,52,30,.634,102,5,3,13,1,1,50,1,10,7,9,147,14,62,20,10,3,1,31
2017-18,Regular+Season,PHX,Phoenix Suns,82,21,61,.256,82,4,4,4,6,1,48,0,5,6,1,176,23,56,21,12,1,1,30
2017-18,Regular+Season,POR,Portland Trail Blazers,82,49,33,.598,59,5,0,10,2,0,40,0,5,4,4,135,11,44,10,8,2,1,31
2017-18,Regular+Season,SAC,Sacramento Kings,82,27,55,.329,68,2,0,7,0,1,41,1,7,5,5,116,10,38,13,24,3,0,41
2017-18,Regular+Season,SAS,San Antonio Spurs,82,47,35,.573,66,1,3,13,2,0,35,0,9,4,2,81,7,30,9,14,4,0,18
2017-18,Regular+Season,TOR,Toronto Raptors,82,59,23,.720,68,5,3,7,1,0,49,0,5,1,2,156,14,75,14,21,3,0,31
2017-18,Regular+Season,UTA,Utah Jazz,82,48,34,.585,84,4,4,8,0,0,50,0,3,6,4,118,13,45,15,23,4,0,56
2017-18,Regular+Season,WAS,Washington Wizards,82,43,39,.524,64,4,2,14,1,0,43,1,7,5,5,162,14,35,9,7,1,0,35
2017-18,Playoffs,BOS,Boston Celtics,19,11,8,.579,10,0,0,1,0,0,16,1,2,1,0,28,3,7,2,5,0,0,8
2017-18,Playoffs,CLE,Cleveland Cavaliers,22,12,10,.545,10,0,0,2,0,1,15,0,1,1,3,39,0,14,6,3,1,0,9
2017-18,Playoffs,GSW,Golden State Warriors,21,16,5,.762,8,3,0,3,0,0,11,0,1,1,1,23,5,6,0,6,0,0,12
2017-18,Playoffs,HOU,Houston Rockets,17,11,6,.647,8,2,0,0,0,0,16,0,1,0,0,25,1,4,3,5,0,0,7
2017-18,Playoffs,IND,Indiana Pacers,7,3,4,.429,7,1,0,0,0,0,7,0,1,0,0,11,0,4,0,2,1,0,5
2017-18,Playoffs,MIA,Miami Heat,5,1,4,.200,5,0,0,0,1,0,3,0,0,1,1,13,0,5,0,1,0,0,4
2017-18,Playoffs,MIL,Milwaukee Bucks,7,3,4,.429,3,1,0,0,0,0,4,0,1,0,0,13,0,6,0,4,0,0,2
2017-18,Playoffs,MIN,Minnesota Timberwolves,5,1,4,.200,5,0,0,1,0,0,3,0,0,0,0,7,0,4,1,0,0,0,2
2017-18,Playoffs,NOP,New Orleans Pelicans,9,5,4,.556,3,0,0,0,0,1,2,0,1,0,0,13,1,5,1,1,0,0,5
2017-18,Playoffs,OKC,Oklahoma City Thunder,6,2,4,.333,1,0,0,0,0,0,2,0,1,0,0,6,0,2,0,4,0,0,5
2017-18,Playoffs,PHI,Philadelphia 76ers,10,5,5,.500,7,0,0,0,0,0,10,0,0,0,1,18,0,5,1,0,0,0,3
2017-18,Playoffs,POR,Portland Trail Blazers,4,0,4,.000,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,3
2017-18,Playoffs,SAS,San Antonio Spurs,5,1,4,.200,2,0,0,1,0,0,3,0,0,1,0,2,0,1,0,1,0,0,0
2017-18,Playoffs,TOR,Toronto Raptors,10,4,6,.400,8,0,0,2,1,0,2,0,1,0,0,31,2,11,4,4,1,0,4
2017-18,Playoffs,UTA,Utah Jazz,11,5,6,.455,8,1,0,1,0,1,4,0,2,1,0,13,1,6,3,2,0,0,1
2017-18,Playoffs,WAS,Washington Wizards,6,2,4,.333,1,0,0,1,0,0,7,0,1,0,0,10,0,4,0,0,0,0,0
2017-18,All+Star,Team LeBron,Team LeBron,1,1,0,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2017-18,All+Star,Team Stephen,Team Stephen,1,0,1,.000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
2018-19,Regular+Season,ATL,Atlanta Hawks,82,29,53,.354,79,5,5,11,2,0,32,2,6,9,1,152,24,45,18,15,2,0,38
2018-19,Regular+Season,BOS,Boston Celtics,82,49,33,.598,75,3,7,6,0,0,33,0,8,4,0,159,11,46,22,26,3,1,46
2018-19,Regular+Season,BKN,Brooklyn Nets,82,42,40,.512,65,3,2,2,2,0,53,0,7,3,4,187,15,55,12,5,2,0,24
2018-19,Regular+Season,CHA,Charlotte Hornets,82,39,43,.476,66,1,0,8,1,0,44,1,4,1,3,131,20,36,11,26,7,0,24
2018-19,Regular+Season,CHI,Chicago Bulls,82,22,60,.268,81,6,3,15,1,0,52,1,4,8,1,154,17,49,15,14,1,0,18
2018-19,Regular+Season,CLE,Cleveland Cavaliers,82,19,63,.232,80,0,1,14,1,1,68,1,8,4,5,123,8,29,26,15,1,0,35
2018-19,Regular+Season,DAL,Dallas Mavericks,82,33,49,.402,66,1,2,8,2,0,47,0,8,5,8,137,11,38,17,13,2,0,46
2018-19,Regular+Season,DEN,Denver Nuggets,82,54,28,.659,78,2,2,13,2,1,45,0,5,5,0,133,19,45,11,22,2,1,26
2018-19,Regular+Season,DET,Detroit Pistons,82,41,41,.500,60,2,2,16,3,0,71,1,7,14,0,181,13,37,17,25,1,1,31
2018-19,Regular+Season,GSW,Golden State Warriors,82,57,25,.695,50,2,1,7,1,1,39,1,3,5,2,153,10,26,17,10,5,0,37
2018-19,Regular+Season,HOU,Houston Rockets,82,53,29,.646,49,4,2,5,0,2,54,0,2,7,1,142,15,39,10,15,5,0,17
2018-19,Regular+Season,IND,Indiana Pacers,82,48,34,.585,91,5,2,13,1,2,29,0,8,5,4,141,13,43,15,23,0,0,26
2018-19,Regular+Season,LAC,LA Clippers,82,48,34,.585,74,3,5,10,2,0,59,0,7,4,1,149,17,42,15,14,6,2,19
2018-19,Regular+Season,LAL,Los Angeles Lakers,82,37,45,.451,79,3,5,11,1,0,37,2,7,3,1,167,31,53,23,42,2,1,29
2018-19,Regular+Season,MEM,Memphis Grizzlies,82,33,49,.402,70,3,0,11,1,0,66,0,7,5,1,159,18,49,13,9,2,0,35
2018-19,Regular+Season,MIA,Miami Heat,82,39,43,.476,70,5,3,15,1,0,52,2,4,5,1,177,13,38,14,25,2,0,38
2018-19,Regular+Season,MIL,Milwaukee Bucks,82,60,22,.732,99,5,2,8,0,0,50,0,5,7,4,170,17,84,14,20,3,0,38
2018-19,Regular+Season,MIN,Minnesota Timberwolves,82,36,46,.439,99,0,2,18,1,0,43,0,5,4,2,155,9,55,14,34,0,0,51
2018-19,Regular+Season,NOP,New Orleans Pelicans,82,33,49,.402,78,8,5,9,1,0,25,3,9,4,4,136,14,62,9,12,1,0,39
2018-19,Regular+Season,NYK,New York Knicks,82,17,65,.207,102,0,1,12,2,0,50,2,10,5,3,144,12,55,14,44,4,0,30
2018-19,Regular+Season,OKC,Oklahoma City Thunder,82,49,33,.598,40,2,1,6,0,0,26,0,5,3,0,152,8,48,22,20,2,1,54
2018-19,Regular+Season,ORL,Orlando Magic,82,42,40,.512,73,4,3,13,5,0,41,1,2,10,2,127,18,47,11,24,5,0,26
2018-19,Regular+Season,PHI,Philadelphia 76ers,82,51,31,.622,83,5,3,17,1,1,35,0,9,5,3,168,12,50,17,17,2,0,38
2018-19,Regular+Season,PHX,Phoenix Suns,82,19,63,.232,75,2,6,9,0,0,35,3,7,3,4,161,21,49,17,14,4,0,35
2018-19,Regular+Season,POR,Portland Trail Blazers,82,53,29,.646,75,4,2,8,1,1,42,1,8,8,1,174,16,39,9,6,2,0,37
2018-19,Regular+Season,SAC,Sacramento Kings,82,39,43,.476,75,4,2,8,5,1,31,0,8,7,2,124,13,43,22,25,2,3,43
2018-19,Regular+Season,SAS,San Antonio Spurs,82,48,34,.585,48,3,2,10,3,0,20,2,7,3,1,111,10,30,11,16,0,0,20
2018-19,Regular+Season,TOR,Toronto Raptors,82,58,24,.707,82,1,1,14,3,0,54,1,8,5,1,145,27,46,11,17,5,1,26
2018-19,Regular+Season,UTA,Utah Jazz,82,50,32,.610,83,2,2,11,0,0,30,3,6,3,5,147,17,36,15,19,1,1,45
2018-19,Regular+Season,WAS,Washington Wizards,82,32,50,.390,70,2,1,8,1,0,33,3,3,2,0,132,12,52,22,14,2,0,28
2018-19,Playoffs,BOS,Boston Celtics,9,5,4,.556,16,0,0,1,1,0,7,0,0,0,0,24,1,6,1,3,0,0,5
2018-19,Playoffs,BKN,Brooklyn Nets,5,1,4,.200,3,0,0,0,0,0,3,0,2,1,0,7,1,1,0,1,0,0,1
2018-19,Playoffs,DEN,Denver Nuggets,14,7,7,.500,6,0,0,0,0,0,8,1,0,1,0,16,0,3,0,2,0,0,4
2018-19,Playoffs,DET,Detroit Pistons,4,0,4,.000,1,0,0,1,0,0,2,0,0,0,0,6,0,1,1,1,0,0,0
2018-19,Playoffs,GSW,Golden State Warriors,22,14,8,.636,12,1,0,0,0,0,7,0,4,2,2,49,1,12,5,2,2,1,16
2018-19,Playoffs,HOU,Houston Rockets,11,6,5,.545,7,1,0,0,0,0,14,0,0,2,0,22,1,8,2,1,0,0,5
2018-19,Playoffs,IND,Indiana Pacers,4,0,4,.000,0,0,0,0,0,0,3,0,2,0,0,6,0,3,0,0,0,0,2
2018-19,Playoffs,LAC,LA Clippers,6,2,4,.333,6,0,0,1,0,0,9,0,0,0,1,17,1,7,1,2,0,0,3
2018-19,Playoffs,MIL,Milwaukee Bucks,15,10,5,.667,15,0,0,0,0,0,9,0,3,0,1,24,2,15,4,6,1,0,6
2018-19,Playoffs,OKC,Oklahoma City Thunder,5,1,4,.200,4,1,0,1,0,0,0,0,0,1,0,18,1,6,1,1,0,0,5
2018-19,Playoffs,ORL,Orlando Magic,5,1,4,.200,7,0,0,0,0,0,1,1,0,0,0,17,0,7,1,2,0,0,0
2018-19,Playoffs,PHI,Philadelphia 76ers,12,7,5,.583,18,0,0,1,1,0,8,0,0,0,0,33,1,8,0,0,0,0,2
2018-19,Playoffs,POR,Portland Trail Blazers,16,8,8,.500,14,0,0,0,0,0,6,0,2,0,0,34,1,12,0,2,0,0,11
2018-19,Playoffs,SAS,San Antonio Spurs,7,3,4,.429,3,0,1,0,2,0,1,0,0,0,0,5,0,2,1,1,0,0,1
2018-19,Playoffs,TOR,Toronto Raptors,24,16,8,.667,18,1,0,2,0,0,14,0,1,1,0,41,5,13,5,6,0,0,5
2018-19,Playoffs,UTA,Utah Jazz,5,1,4,.200,3,0,0,0,0,0,3,0,3,0,0,8,0,3,0,0,0,0,0
2018-19,All+Star,-,-,1,1,0,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,All+Star,-,-,1,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,BOS,Boston Celtics,17,10,7,.588,17,0,0,1,0,0,13,0,1,0,1,36,0,11,4,11,0,0,13
2019-20,Playoffs,BKN,Brooklyn Nets,4,0,4,.000,4,0,0,0,0,0,0,0,1,0,0,12,1,4,1,1,0,0,1
2019-20,Playoffs,DAL,Dallas Mavericks,6,2,4,.333,5,0,0,0,0,0,1,0,2,0,2,9,0,3,0,0,0,0,0
2019-20,Playoffs,DEN,Denver Nuggets,19,9,10,.474,6,0,0,1,0,0,14,0,0,1,0,51,1,15,0,2,0,1,8
2019-20,Playoffs,HOU,Houston Rockets,12,5,7,.417,10,2,0,0,0,0,4,0,0,1,0,24,0,7,2,1,0,0,5
2019-20,Playoffs,IND,Indiana Pacers,4,0,4,.000,5,0,0,0,0,0,3,0,1,1,0,7,0,3,0,1,0,0,2
2019-20,Playoffs,LAC,LA Clippers,13,7,6,.538,10,0,0,1,0,1,9,0,0,1,0,27,0,6,5,0,0,0,6
2019-20,Playoffs,LAL,Los Angeles Lakers,21,16,5,.762,13,2,1,4,0,0,20,0,1,2,0,50,1,22,5,5,1,0,18
2019-20,Playoffs,MIA,Miami Heat,21,14,7,.667,12,1,1,1,1,0,17,0,1,0,0,38,2,14,2,5,0,0,13
2019-20,Playoffs,MIL,Milwaukee Bucks,10,5,5,.500,15,0,0,0,0,0,3,0,2,0,0,28,4,11,2,0,0,0,2
2019-20,Playoffs,OKC,Oklahoma City Thunder,7,3,4,.429,3,0,0,0,0,0,7,0,1,0,0,24,2,11,2,2,0,0,4
2019-20,Playoffs,ORL,Orlando Magic,5,1,4,.200,5,0,1,1,0,0,2,0,1,1,0,15,0,4,1,0,1,0,0
2019-20,Playoffs,PHI,Philadelphia 76ers,4,0,4,.000,4,0,0,0,0,0,1,0,1,0,0,8,0,1,0,1,0,0,1
2019-20,Playoffs,POR,Portland Trail Blazers,5,1,4,.200,2,0,1,0,0,0,0,0,0,0,0,14,0,6,2,1,0,1,1
2019-20,Playoffs,TOR,Toronto Raptors,11,7,4,.636,7,0,0,2,0,0,7,0,5,0,0,26,0,12,3,1,0,0,2
2019-20,Playoffs,UTA,Utah Jazz,7,3,4,.429,3,1,0,1,0,1,5,0,0,0,0,17,1,3,0,0,0,0,3
2019-20,All+Star,Team Giannis,Team Giannis,1,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019-20,All+Star,Team LeBron,Team LeBron,1,1,0,1.000,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
2019-20,PlayIn,MEM,Memphis Grizzlies,1,0,1,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-20,PlayIn,POR,Portland Trail Blazers,1,1,0,1.000,1,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0
2019-20,IST,NOP,New Orleans Pelicans,1,0,1,.000,3,0,0,1,0,0,0,0,0,0,0,3,0,2,1,1,0,0,4
2019-20,IST,TOR,Toronto Raptors,1,1,0,1.000,2,0,0,0,0,1,0,0,1,0,0,5,0,1,0,1,1,0,0
2020-21,Pre+Season,ATL,Atlanta Hawks,4,2,2,.500,8,0,0,0,0,0,1,1,0,0,0,6,2,0,1,0,0,0,0
2020-21,Pre+Season,BOS,Boston Celtics,2,0,2,.000,3,0,0,0,0,0,1,0,0,0,0,6,1,1,0,0,0,0,0
2020-21,Pre+Season,BKN,Brooklyn Nets,2,2,0,1.000,0,0,0,0,0,0,1,0,1,0,1,6,0,2,0,0,0,0,0
2020-21,Pre+Season,CHA,Charlotte Hornets,4,1,3,.250,11,0,0,1,0,0,1,0,0,0,0,3,0,1,2,0,0,0,2
2020-21,Pre+Season,CHI,Chicago Bulls,4,3,1,.750,8,0,0,0,0,0,4,0,0,0,0,9,1,4,0,0,0,0,0
2020-21,Pre+Season,CLE,Cleveland Cavaliers,4,2,2,.500,13,0,0,0,0,0,4,0,0,0,0,14,1,7,2,0,0,0,4
2020-21,Pre+Season,DAL,Dallas Mavericks,3,2,1,.667,5,0,0,0,0,0,1,1,0,1,0,7,0,4,1,0,0,0,5
2020-21,Pre+Season,DEN,Denver Nuggets,3,2,1,.667,9,0,0,0,0,0,1,0,0,0,1,7,0,4,1,0,0,0,5
2020-21,Pre+Season,DET,Detroit Pistons,4,2,2,.500,9,0,0,1,0,0,1,0,0,1,1,13,2,7,3,0,0,0,2
2020-21,Pre+Season,GSW,Golden State Warriors,3,2,1,.667,1,0,0,0,0,0,0,0,0,0,2,6,0,1,1,0,0,0,2
2020-21,Pre+Season,HOU,Houston Rockets,4,3,1,.750,2,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,1
2020-21,Pre+Season,IND,Indiana Pacers,3,0,3,.000,4,0,0,0,0,0,3,0,0,0,0,8,1,1,1,0,0,0,1
2020-21,Pre+Season,LAC,LA Clippers,3,0,3,.000,8,2,0,1,0,0,4,0,0,0,0,6,2,1,0,1,0,0,1
2020-21,Pre+Season,LAL,Los Angeles Lakers,4,4,0,1.000,6,0,0,0,0,0,2,0,2,0,0,10,2,1,1,2,0,0,0
