SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PLUS_MINUS
2025-26,Regular+Season,WAS,Washington Wizards,36,10,26,.278,48.3,113.5,41.8,90.2,46.4,13.0,35.9,36.2,16.9,21.8,77.2,11.4,32.8,44.2,25.4,15.7,7.1,6.2,5.8,21.8,17.4,-10.7
2025-26,Regular+Season,SAC,Sacramento Kings,37,8,29,.216,48.4,109.9,40.9,89.2,45.8,10.5,30.5,34.3,17.8,23.4,75.8,10.2,30.5,40.7,25.0,14.3,9.1,4.4,5.1,20.5,19.2,-11.7
2025-26,Regular+Season,NOP,New Orleans Pelicans,39,8,31,.205,48.5,114.5,42.0,91.2,46.0,10.7,31.8,33.7,19.8,25.3,78.3,12.5,30.8,43.3,24.8,14.7,9.0,4.3,6.1,20.2,20.9,-8.2
2025-26,Regular+Season,IND,Indiana Pacers,37,6,31,.162,48.3,110.8,39.5,89.6,44.1,12.3,36.4,33.8,19.4,25.1,77.2,10.9,31.5,42.5,24.5,14.0,7.2,5.0,4.6,22.9,21.5,-8.9
2025-26,IST,NYK,New York Knicks,7,6,1,.857,48.0,126.4,46.1,90.9,50.8,14.9,36.0,41.3,19.3,25.3,76.3,14.1,32.0,46.1,26.3,12.1,8.4,4.7,4.3,21.9,20.9,10.6
2025-26,IST,OKC,Oklahoma City Thunder,6,5,1,.833,48.0,126.5,45.0,86.8,51.8,14.8,34.5,43.0,21.7,25.8,83.9,6.5,34.8,41.3,26.8,12.3,11.3,4.8,3.8,19.7,21.7,20.3
2025-26,IST,ORL,Orlando Magic,6,5,1,.833,48.0,120.2,43.3,90.3,48.0,13.0,35.5,36.6,20.5,25.5,80.4,11.0,33.8,44.8,26.5,15.2,8.3,5.3,6.2,20.3,22.0,10.2
2025-26,IST,LAL,Los Angeles Lakers,5,4,1,.800,48.0,123.6,44.2,82.0,53.9,14.0,34.6,40.5,21.2,26.8,79.1,7.8,32.2,40.0,27.0,14.0,7.6,4.6,2.4,19.6,22.4,6.6
2025-26,IST,TOR,Toronto Raptors,5,4,1,.800,48.0,111.8,39.8,87.2,45.6,11.0,32.0,34.4,21.2,26.6,79.7,12.0,33.8,45.8,26.4,14.6,10.2,4.4,7.0,20.0,19.4,7.8
2025-26,IST,MEM,Memphis Grizzlies,4,3,1,.750,49.3,118.8,43.3,90.8,47.7,15.3,39.3,38.9,17.0,20.8,81.9,11.5,35.0,46.5,29.3,14.3,7.8,3.8,5.8,20.5,18.8,4.8
2025-26,IST,SAS,San Antonio Spurs,7,5,2,.714,48.0,119.9,41.0,91.7,44.7,14.9,39.6,37.5,23.0,27.3,84.3,14.3,31.9,46.1,25.7,14.1,9.6,5.0,6.1,20.3,22.3,4.3
2025-26,IST,MIA,Miami Heat,5,3,2,.600,48.0,123.0,44.6,94.4,47.2,12.6,35.8,35.2,21.2,26.2,80.9,10.4,34.0,44.4,30.6,10.2,8.8,6.4,6.2,18.4,20.4,8.0
2025-26,IST,PHX,Phoenix Suns,5,3,2,.600,48.0,110.4,39.8,87.8,45.3,14.0,39.2,35.7,16.8,21.4,78.5,12.0,32.8,44.8,24.8,19.6,11.2,3.8,4.6,21.0,19.6,-3.6
2025-26,IST,ATL,Atlanta Hawks,4,2,2,.500,48.0,117.0,43.8,94.0,46.5,12.5,38.5,32.5,17.0,21.3,80.0,12.8,35.0,47.8,30.8,15.5,8.3,5.8,5.3,18.8,18.3,-1.0
2025-26,IST,BOS,Boston Celtics,4,2,2,.500,48.0,110.3,41.8,93.3,44.8,14.5,39.8,36.5,12.3,16.5,74.2,13.5,30.8,44.3,25.0,12.5,8.3,5.8,6.8,25.8,16.5,-4.3
2025-26,IST,CLE,Cleveland Cavaliers,4,2,2,.500,48.0,123.0,43.8,96.0,45.6,16.0,41.3,38.8,19.5,25.3,77.2,17.0,32.8,49.8,28.8,13.8,9.8,7.0,5.5,17.8,19.5,6.5
2025-26,IST,DEN,Denver Nuggets,4,2,2,.500,48.0,121.0,43.0,82.0,52.4,12.3,31.5,38.9,22.8,28.3,80.5,10.5,31.8,42.3,27.0,15.0,6.8,5.8,4.3,19.5,22.8,5.8
2025-26,IST,DET,Detroit Pistons,4,2,2,.500,48.0,115.5,41.0,88.5,46.3,11.3,32.8,34.4,22.3,28.8,77.4,14.8,34.5,49.3,26.5,16.0,8.8,5.8,4.8,20.3,24.0,5.3
2025-26,IST,HOU,Houston Rockets,4,2,2,.500,48.0,115.8,43.0,95.8,44.9,13.8,36.8,37.4,16.0,21.3,75.3,20.0,26.0,46.0,24.0,14.0,10.8,3.8,4.5,22.0,20.8,3.5
2025-26,IST,LAC,LA Clippers,4,2,2,.500,50.5,121.0,42.8,88.5,48.3,13.3,38.5,34.4,22.3,25.5,87.3,8.0,29.5,37.5,23.3,16.0,12.0,4.8,5.3,23.5,21.0,-3.5
2025-26,IST,MIL,Milwaukee Bucks,4,2,2,.500,49.3,121.3,45.0,88.5,50.8,17.0,39.0,43.6,14.3,19.8,72.2,8.8,34.8,43.5,29.8,15.5,9.0,3.5,3.3,20.5,17.8,4.3
2025-26,IST,MIN,Minnesota Timberwolves,4,2,2,.500,48.0,119.8,41.0,85.0,48.2,14.5,36.8,39.5,23.3,34.3,67.9,13.0,33.0,46.0,25.8,19.3,10.3,5.5,3.0,22.8,25.5,11.3
2025-26,IST,POR,Portland Trail Blazers,4,2,2,.500,48.0,113.5,39.8,88.8,44.8,12.3,39.0,31.4,21.8,30.0,72.5,16.3,30.5,46.8,24.0,18.0,6.5,5.3,5.8,22.3,22.5,-7.8
2025-26,IST,BKN,Brooklyn Nets,4,1,3,.250,48.0,105.3,37.3,84.0,44.3,13.3,40.3,32.9,17.5,22.3,78.7,9.0,27.5,36.5,25.3,14.8,6.0,4.0,3.5,19.0,20.0,-7.3
2025-26,IST,CHA,Charlotte Hornets,4,1,3,.250,49.3,116.5,40.8,94.3,43.2,13.8,43.0,32.0,21.3,26.0,81.7,12.0,32.3,44.3,24.0,15.5,6.5,5.8,3.8,18.5,21.5,-13.0
2025-26,IST,CHI,Chicago Bulls,4,1,3,.250,48.0,117.0,43.0,90.3,47.6,11.8,37.3,31.5,19.3,24.8,77.8,8.0,34.3,42.3,30.5,13.0,7.5,5.8,7.0,21.5,20.5,-12.3
2025-26,IST,DAL,Dallas Mavericks,4,1,3,.250,50.5,117.0,42.5,90.0,47.2,12.5,37.5,33.3,19.5,25.5,76.5,11.0,34.0,45.0,25.3,18.5,8.8,6.5,3.8,21.8,23.0,-6.8
2025-26,IST,GSW,Golden State Warriors,4,1,3,.250,48.0,109.0,38.3,87.5,43.7,14.5,43.0,33.7,18.0,21.0,85.7,13.5,27.5,41.0,25.0,14.3,8.8,5.5,4.5,22.3,19.8,-8.0
2025-26,IST,IND,Indiana Pacers,4,1,3,.250,48.0,107.8,38.8,89.3,43.4,12.0,37.8,31.8,18.3,23.8,76.8,10.3,36.0,46.3,23.8,14.8,8.0,6.0,6.0,19.0,20.3,0.0
2025-26,IST,PHI,Philadelphia 76ers,4,1,3,.250,48.0,107.8,39.0,84.5,46.2,11.8,33.8,34.8,18.0,21.5,83.7,9.8,31.5,41.3,24.0,16.5,8.5,5.5,5.8,18.3,19.3,-9.8
2025-26,IST,UTA,Utah Jazz,4,1,3,.250,48.0,108.3,36.3,85.0,42.6,12.5,38.5,32.5,23.3,30.3,76.9,13.3,30.8,44.0,28.3,20.0,8.0,3.5,6.3,22.8,21.5,-21.3
2025-26,IST,WAS,Washington Wizards,4,1,3,.250,48.0,110.8,40.3,86.3,46.7,13.3,38.0,34.9,17.0,23.3,73.1,10.0,27.8,37.8,26.5,17.0,8.3,6.5,6.0,20.5,18.0,-19.3
2025-26,IST,NOP,New Orleans Pelicans,4,0,4,.000,49.3,117.8,42.8,91.0,47.0,14.0,35.8,39.2,18.3,22.0,83.0,10.8,31.0,41.8,27.8,15.8,11.0,5.0,7.0,19.8,18.3,-6.0
2025-26,IST,SAC,Sacramento Kings,4,0,4,.000,48.0,107.5,40.5,91.8,44.1,12.3,34.0,36.0,14.3,21.0,67.9,10.5,31.3,41.8,26.5,15.0,9.0,4.5,5.3,21.3,18.0,-16.5
