SEASON,SEASON_TYPE,TEAM_ABB,GP,WIN,LOSE,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT
2020-21,playoffs,DEN,10,4,6,49.0,11.6,16.2,10.9,45.0,15.0,9.5,11.4,43.2
2020-21,playoffs,DAL,7,3,4,48.0,11.3,14.6,5.4,41.4,12.1,8.4,9.9,40.9
2020-21,playoffs,LAL,6,2,4,48.0,13.7,14.2,12.2,44.7,15.7,10.8,13.0,40.7
2020-21,playoffs,POR,6,2,4,49.7,14.5,9.2,10.8,41.7,12.2,17.8,12.0,44.3
2020-21,playoffs,BOS,5,1,4,48.0,14.4,16.0,11.4,40.0,18.0,12.4,12.0,42.0
2020-21,playoffs,MEM,5,1,4,48.0,17.4,16.0,15.0,58.8,13.0,14.2,10.0,46.8
2020-21,playoffs,NYK,5,1,4,48.0,10.0,14.2,6.0,38.8,13.6,8.6,8.4,39.2
2020-21,playoffs,WAS,5,1,4,48.0,12.0,14.4,14.2,50.8,14.2,12.2,13.0,53.2
2020-21,playoffs,MIA,4,0,4,49.3,15.8,11.0,8.8,37.0,13.0,18.8,14.0,47.0
2020-21,all-star,-,1,1,0,48.0,22.0,6.0,14.0,72.0,25.0,10.0,19.0,64.0
2020-21,all-star,-,1,0,1,48.0,25.0,10.0,19.0,64.0,22.0,6.0,14.0,72.0
2020-21,play-in,MEM,2,2,0,50.5,17.0,17.0,16.0,48.0,10.0,13.5,9.0,43.0
2020-21,play-in,BOS,1,1,0,48.0,20.0,21.0,11.0,38.0,6.0,11.0,14.0,56.0
2020-21,play-in,IND,2,1,1,48.0,16.0,18.5,15.0,57.0,24.0,9.0,24.0,64.0
2020-21,play-in,LAL,1,1,0,48.0,29.0,7.0,14.0,48.0,18.0,11.0,9.0,40.0
2020-21,play-in,WAS,2,1,1,48.0,14.0,11.0,15.0,64.0,17.5,17.5,8.0,39.0
2020-21,play-in,CHA,1,0,1,48.0,26.0,7.0,32.0,56.0,17.0,23.0,25.0,74.0
2020-21,play-in,GSW,2,0,2,50.5,15.0,12.0,12.5,44.0,25.5,14.0,14.0,48.0
2020-21,play-in,SAS,1,0,1,48.0,8.0,14.0,2.0,38.0,12.0,13.0,18.0,48.0
2021-22,pre-season,GSW,5,5,0,48.0,22.2,13.2,17.0,40.0,14.6,13.0,10.2,43.2
2021-22,pre-season,MIA,6,5,1,48.0,18.7,16.0,9.0,43.3,18.8,13.0,13.2,41.7
2021-22,pre-season,CHI,4,4,0,48.0,24.8,15.0,15.3,49.0,16.0,12.8,12.5,47.5
2021-22,pre-season,DAL,4,4,0,48.0,23.0,17.0,20.5,56.0,13.5,8.5,12.5,42.0
2021-22,pre-season,NYK,4,4,0,48.0,11.5,14.3,11.3,38.5,9.3,12.3,13.0,43.5
2021-22,pre-season,SAC,4,4,0,48.0,22.3,13.5,21.0,47.0,15.3,9.5,11.8,51.0
2021-22,pre-season,BKN,4,3,1,48.0,20.0,13.3,14.0,42.5,23.5,11.5,15.5,46.0
2021-22,pre-season,MEM,6,3,3,48.0,18.3,16.5,20.8,50.7,19.0,10.5,12.0,45.7
2021-22,pre-season,MIN,4,3,1,49.3,30.5,13.3,22.3,56.0,15.5,12.5,12.0,42.5
2021-22,pre-season,PHX,4,3,1,48.0,26.3,11.3,13.5,54.5,19.0,10.3,17.8,39.0
2021-22,pre-season,SAS,5,3,2,48.0,17.2,16.2,12.8,46.8,17.6,11.6,9.8,48.8
2021-22,pre-season,TOR,5,3,2,48.0,27.8,17.0,19.0,46.8,18.8,12.4,12.8,44.4
2021-22,pre-season,ATL,4,2,2,48.0,17.8,11.0,11.0,37.0,19.0,11.0,12.8,40.5
2021-22,pre-season,BOS,4,2,2,48.0,18.0,8.3,13.8,32.5,23.5,14.0,13.0,43.5
2021-22,pre-season,CLE,5,2,3,48.0,17.2,11.6,11.4,44.0,19.8,14.4,12.4,44.4
2021-22,pre-season,DET,4,2,2,48.0,13.0,12.8,9.3,50.5,18.5,15.8,15.0,49.5
2021-22,pre-season,IND,4,2,2,48.0,15.5,12.3,12.5,46.0,15.0,12.3,12.0,44.5
2021-22,pre-season,PHI,4,2,2,48.0,25.8,11.0,16.0,53.5,20.5,16.8,18.3,47.5
2021-22,pre-season,UTA,4,2,2,48.0,16.0,8.5,13.0,45.0,15.0,8.5,12.8,46.5
2021-22,pre-season,CHA,4,1,3,48.0,17.8,15.8,11.5,48.5,20.3,17.8,14.0,46.0
2021-22,pre-season,DEN,5,1,4,50.0,15.2,9.4,16.2,39.6,22.0,10.2,11.2,44.4
2021-22,pre-season,HOU,4,1,3,48.0,15.5,16.5,12.0,48.5,21.3,16.0,16.3,44.5
2021-22,pre-season,LAC,4,1,3,48.0,13.5,9.8,10.5,46.5,22.3,15.3,25.8,60.0
2021-22,pre-season,MIL,5,1,4,48.0,15.4,10.0,12.2,42.0,17.4,11.0,19.6,44.0
2021-22,pre-season,NOP,4,1,3,48.0,17.8,13.0,11.5,41.5,23.8,16.5,15.8,46.0
2021-22,pre-season,OKC,4,1,3,49.3,17.8,8.0,7.0,40.5,15.3,14.0,10.8,45.0
2021-22,pre-season,ORL,4,1,3,48.0,17.3,11.8,14.3,39.0,20.8,11.8,13.5,35.5
2021-22,pre-season,LAL,6,0,6,48.0,17.2,13.7,13.8,42.3,23.2,14.2,12.2,49.0
2021-22,pre-season,POR,4,0,4,48.0,15.0,9.0,8.5,40.5,25.5,13.3,19.5,44.0
2021-22,pre-season,WAS,4,0,4,48.0,11.5,11.3,11.3,42.0,13.5,15.0,10.8,38.0
2021-22,regular-season,PHX,82,64,18,48.1,18.1,12.1,12.5,49.8,14.8,13.6,11.3,45.2
2021-22,regular-season,MEM,82,56,26,48.2,18.3,18.7,17.7,57.6,14.5,13.0,13.2,47.4
2021-22,regular-season,GSW,82,53,29,48.1,17.6,12.6,13.8,44.7,16.9,12.7,12.3,43.9
2021-22,regular-season,MIA,82,53,29,48.4,17.2,12.7,10.9,43.0,16.7,12.6,12.2,41.3
2021-22,regular-season,DAL,82,52,30,48.2,14.9,11.0,10.0,42.9,14.4,13.1,12.0,47.1
2021-22,regular-season,BOS,82,51,31,48.5,16.3,13.0,11.1,46.5,15.2,12.5,11.5,42.5
2021-22,regular-season,MIL,82,51,31,48.2,15.1,13.5,13.1,45.0,15.6,12.9,11.5,43.7
2021-22,regular-season,PHI,82,51,31,48.3,15.7,11.3,12.2,45.0,14.9,13.0,15.0,46.7
2021-22,regular-season,UTA,82,49,33,48.1,14.7,14.9,10.1,47.9,16.5,12.9,11.9,45.3
2021-22,regular-season,DEN,82,48,34,48.3,15.6,12.5,13.5,49.3,17.3,11.4,12.5,49.9
2021-22,regular-season,TOR,82,48,34,48.4,19.0,16.5,15.8,47.1,14.3,13.9,11.7,45.1
2021-22,regular-season,CHI,82,46,36,48.1,16.4,11.1,12.7,45.8,15.3,12.7,12.0,49.6
2021-22,regular-season,MIN,82,46,36,48.2,19.8,14.8,15.2,47.7,16.2,14.1,14.1,46.1
2021-22,regular-season,BKN,82,44,38,48.2,15.7,13.7,13.7,46.0,17.2,13.7,14.0,47.3
2021-22,regular-season,CLE,82,44,38,48.1,15.8,12.6,11.2,48.4,17.4,12.5,12.2,46.6
2021-22,regular-season,ATL,82,43,39,48.1,15.6,12.2,9.7,45.7,15.1,12.7,12.2,48.0
2021-22,regular-season,CHA,82,43,39,48.5,18.6,13.5,16.3,51.4,16.3,15.0,13.9,48.1
2021-22,regular-season,LAC,82,42,40,48.2,15.4,10.9,11.9,43.4,16.5,15.0,13.0,50.1
2021-22,regular-season,NYK,82,37,45,48.2,15.6,14.5,10.6,41.5,15.4,12.3,11.3,43.2
2021-22,regular-season,NOP,82,36,46,48.2,16.6,15.1,14.3,48.4,16.1,12.6,11.2,45.3
2021-22,regular-season,WAS,82,35,47,48.4,14.0,11.9,9.8,49.1,15.4,12.6,9.4,48.2
2021-22,regular-season,SAS,82,34,48,48.3,16.5,14.3,13.6,53.3,15.3,14.9,11.8,50.2
2021-22,regular-season,LAL,82,33,49,48.7,16.1,12.1,14.8,49.2,17.1,13.4,15.0,51.5
2021-22,regular-season,SAC,82,30,52,48.3,16.3,13.1,11.7,49.0,17.9,14.8,13.4,51.4
2021-22,regular-season,POR,82,27,55,48.1,16.6,13.6,12.4,43.8,17.5,13.0,14.3,47.5
2021-22,regular-season,IND,82,25,57,48.5,14.5,14.7,13.3,49.7,17.1,13.6,13.4,51.5
2021-22,regular-season,OKC,82,24,58,48.3,14.9,11.9,10.6,46.9,16.5,13.9,10.7,47.7
2021-22,regular-season,DET,82,23,59,48.2,17.0,13.6,10.5,45.6,16.9,12.5,11.0,49.7
2021-22,regular-season,ORL,82,22,60,48.2,14.2,12.4,10.8,45.4,16.8,13.4,12.2,44.5
2021-22,regular-season,HOU,82,20,62,48.2,16.1,14.2,12.2,48.9,21.2,14.7,15.8,53.2
2021-22,playoffs,GSW,22,16,6,48.0,16.5,14.6,12.0,44.3,16.4,13.0,11.6,40.5
2021-22,playoffs,BOS,24,14,10,48.0,16.1,12.4,12.5,38.1,17.7,13.7,13.2,40.5
2021-22,playoffs,MIA,18,11,7,48.0,18.7,14.3,11.2,44.4,15.4,11.3,11.7,38.3
2021-22,playoffs,DAL,18,9,9,48.0,15.5,9.0,8.5,35.4,11.4,14.2,8.5,46.3
2021-22,playoffs,MIL,12,7,5,48.0,16.4,12.7,14.5,47.0,12.7,9.1,9.3,33.2
2021-22,playoffs,PHX,13,7,6,48.0,17.5,11.9,8.9,46.2,16.3,13.1,10.1,40.9
2021-22,playoffs,MEM,12,6,6,48.0,20.9,15.5,15.0,49.2,16.3,13.4,13.2,44.2
2021-22,playoffs,PHI,12,6,6,48.4,12.2,11.3,15.1,41.7,18.8,13.8,13.1,46.5
2021-22,playoffs,MIN,6,2,4,48.0,18.5,10.8,11.7,39.7,21.5,15.8,13.5,53.0
2021-22,playoffs,NOP,6,2,4,48.0,12.0,17.0,11.3,46.0,21.7,9.8,9.8,50.7
2021-22,playoffs,TOR,6,2,4,48.8,17.0,12.8,13.8,45.0,11.5,12.2,17.0,42.3
2021-22,playoffs,UTA,6,2,4,48.0,8.5,14.5,6.5,48.7,14.0,9.0,8.2,36.3
2021-22,playoffs,ATL,5,1,4,48.0,18.2,11.6,7.2,34.8,18.8,16.6,9.8,44.8
2021-22,playoffs,CHI,5,1,4,48.0,13.6,7.4,8.2,32.8,16.2,11.4,13.4,46.4
2021-22,playoffs,DEN,5,1,4,48.0,15.4,14.4,10.6,48.0,20.0,12.8,9.0,44.8
2021-22,playoffs,BKN,4,0,4,48.0,16.3,14.5,14.0,35.0,21.8,14.8,18.0,48.5
2021-22,all-star,-,1,1,0,48.0,23.0,12.0,33.0,68.0,17.0,15.0,30.0,84.0
2021-22,all-star,-,1,0,1,48.0,17.0,15.0,30.0,84.0,23.0,12.0,33.0,68.0
2021-22,play-in,ATL,2,2,0,48.0,20.0,16.0,5.0,49.0,11.0,8.5,9.5,39.0
2021-22,play-in,NOP,2,2,0,48.0,6.0,16.0,7.0,53.0,13.0,13.0,10.0,40.0
2021-22,play-in,BKN,1,1,0,48.0,24.0,10.0,14.0,50.0,10.0,20.0,11.0,60.0
2021-22,play-in,MIN,1,1,0,48.0,12.0,14.0,12.0,36.0,17.0,8.0,8.0,24.0
2021-22,play-in,CHA,1,0,1,48.0,8.0,7.0,11.0,40.0,22.0,19.0,6.0,54.0
2021-22,play-in,CLE,2,0,2,48.0,12.0,15.0,9.5,49.0,21.0,11.5,9.0,47.0
2021-22,play-in,LAC,2,0,2,48.0,12.0,10.5,7.5,33.0,7.5,17.0,10.0,43.0
2021-22,play-in,SAS,1,0,1,48.0,19.0,13.0,13.0,38.0,9.0,12.0,6.0,56.0
2022-23,pre-season,OKC,6,5,1,48.0,18.7,16.0,14.2,52.3,18.8,11.2,9.0,45.0
2022-23,pre-season,MIA,5,4,1,48.0,26.6,18.0,14.2,42.8,20.0,12.2,14.0,46.4
2022-23,pre-season,MIN,5,4,1,48.0,21.2,8.0,24.0,52.4,18.6,13.8,14.2,42.4
2022-23,pre-season,NOP,5,4,1,48.0,22.0,16.0,14.4,55.2,21.0,14.8,16.0,38.8
2022-23,pre-season,ORL,5,4,1,48.0,19.4,14.4,10.4,38.4,21.6,8.4,19.2,41.2
2022-23,pre-season,PHI,4,4,0,48.0,23.8,17.5,15.8,47.0,14.5,12.5,15.0,51.0
2022-23,pre-season,SAC,4,4,0,48.0,29.8,18.8,13.0,45.0,13.0,7.5,6.0,35.0
2022-23,pre-season,CHI,4,3,1,48.0,23.0,13.5,24.3,55.0,23.0,15.8,13.5,47.0
2022-23,pre-season,DEN,5,3,2,48.0,18.4,12.6,13.0,48.4,19.2,11.6,14.6,46.0
2022-23,pre-season,GSW,5,3,2,48.0,17.0,14.6,11.6,44.4,19.6,11.4,10.6,40.8
2022-23,pre-season,HOU,4,3,1,48.0,19.8,18.8,13.8,50.5,23.5,16.8,18.8,43.5
2022-23,pre-season,MEM,5,3,2,48.0,26.8,11.2,18.2,53.2,18.6,16.0,14.6,35.6
2022-23,pre-season,NYK,4,3,1,48.0,22.5,17.3,15.8,53.0,17.8,9.8,17.5,45.5
2022-23,pre-season,TOR,5,3,2,50.0,19.0,15.0,19.6,58.0,17.6,13.6,16.0,45.2
2022-23,pre-season,ATL,4,2,2,48.0,20.3,9.3,6.8,39.5,12.3,15.0,11.3,42.5
2022-23,pre-season,BOS,4,2,2,50.5,12.5,15.0,15.5,43.5,21.3,19.5,15.3,60.0
2022-23,pre-season,BKN,4,2,2,48.0,20.3,10.8,16.0,41.5,24.8,15.0,15.8,46.0
2022-23,pre-season,DAL,3,2,1,48.0,18.3,8.3,11.3,36.7,16.7,16.7,10.0,50.7
2022-23,pre-season,IND,4,2,2,48.0,22.0,13.5,21.0,57.5,18.8,14.5,14.0,43.5
2022-23,pre-season,LAC,4,2,2,48.0,22.8,9.8,15.3,38.5,20.8,9.8,16.0,49.0
2022-23,pre-season,-,2,1,1,48.0,17.5,12.5,12.0,37.0,25.0,22.0,12.5,53.0
2022-23,pre-season,CLE,4,1,3,48.0,15.5,9.3,13.3,46.0,17.8,15.8,9.8,42.5
2022-23,pre-season,LAL,6,1,5,48.0,12.2,11.3,12.2,37.7,22.7,13.5,14.3,51.0
2022-23,pre-season,PHX,4,1,3,48.0,23.3,15.8,11.8,48.0,17.5,13.5,12.0,37.0
2022-23,pre-season,POR,5,1,4,48.0,19.2,13.6,14.6,45.6,25.0,15.2,16.0,38.0
2022-23,pre-season,SAS,5,1,4,48.0,18.6,11.2,16.4,44.4,23.0,14.2,15.0,53.6
2022-23,pre-season,UTA,4,1,3,48.0,19.0,16.8,13.8,50.0,22.0,14.5,17.5,44.5
2022-23,pre-season,WAS,4,1,3,48.0,17.5,11.3,12.3,40.0,17.3,17.8,13.3,47.5
2022-23,pre-season,CHA,5,0,5,48.0,18.2,15.2,16.4,50.8,17.6,15.2,17.6,49.6
2022-23,pre-season,DET,4,0,4,48.0,17.8,14.0,13.0,40.0,22.5,9.5,17.0,63.5
2022-23,pre-season,-,3,0,3,48.0,20.7,8.7,10.0,28.0,18.7,18.3,26.0,55.3
2022-23,pre-season,MIL,5,0,5,48.0,14.8,16.0,7.8,36.0,24.2,11.2,14.2,51.2
2022-23,regular-season,MIL,82,58,24,48.4,13.7,14.3,13.1,46.0,16.5,13.4,13.0,49.6
2022-23,regular-season,BOS,82,57,25,48.7,15.9,12.7,14.0,46.4,15.4,12.7,13.2,48.9
2022-23,regular-season,PHI,82,54,28,48.5,17.7,11.3,14.7,47.9,16.5,12.7,15.5,48.1
2022-23,regular-season,DEN,82,53,29,48.2,15.9,13.0,16.2,55.0,17.4,13.4,13.7,52.5
2022-23,regular-season,CLE,82,51,31,48.5,19.4,12.5,12.7,52.8,15.5,12.1,12.7,46.3
2022-23,regular-season,MEM,82,51,31,48.2,17.7,15.3,18.0,58.4,15.6,14.5,13.8,47.5
2022-23,regular-season,SAC,82,48,34,48.4,17.6,13.3,14.9,52.3,16.3,12.7,11.5,53.5
2022-23,regular-season,NYK,82,47,35,48.7,15.6,16.2,12.8,52.1,15.3,13.3,12.7,45.9
2022-23,regular-season,BKN,82,45,37,48.1,16.4,11.0,14.7,44.0,16.8,14.6,13.3,50.1
2022-23,regular-season,PHX,82,45,37,48.2,17.1,14.8,10.5,46.0,16.1,13.9,13.2,48.6
2022-23,regular-season,GSW,82,44,38,48.4,17.6,13.6,14.5,44.9,19.4,13.3,14.1,49.8
2022-23,regular-season,LAC,82,44,38,48.4,16.0,11.8,12.9,45.5,18.1,13.3,14.6,51.1
2022-23,regular-season,MIA,82,44,38,48.3,18.2,12.9,11.5,46.4,15.9,12.0,12.5,46.2
2022-23,regular-season,LAL,82,43,39,48.5,14.0,13.5,16.7,54.5,17.0,13.9,15.4,52.8
2022-23,regular-season,MIN,82,42,40,48.4,18.0,12.3,14.7,54.3,17.7,13.7,14.4,50.8
2022-23,regular-season,NOP,82,42,40,48.4,18.2,13.8,14.7,53.4,18.0,13.4,13.9,49.5
2022-23,regular-season,ATL,82,41,41,48.4,17.0,14.3,13.4,54.3,15.7,14.1,15.4,54.7
2022-23,regular-season,TOR,82,41,41,48.3,21.0,16.4,17.8,52.9,14.5,11.4,15.1,49.1
2022-23,regular-season,CHI,82,40,42,48.5,18.3,10.6,14.0,48.4,15.6,11.9,12.9,46.9
2022-23,regular-season,OKC,82,40,42,48.4,20.6,13.9,14.6,55.2,14.8,15.5,11.9,50.7
2022-23,regular-season,DAL,82,38,44,48.6,16.0,10.9,11.0,42.8,15.0,14.5,13.3,51.1
2022-23,regular-season,UTA,82,37,45,48.3,15.3,15.9,12.0,53.1,18.7,15.2,16.8,53.0
2022-23,regular-season,IND,82,35,47,48.2,17.2,13.7,18.1,49.6,18.4,15.4,15.0,53.7
2022-23,regular-season,WAS,82,35,47,48.2,14.8,13.4,11.9,51.2,17.0,14.3,13.7,51.5
2022-23,regular-season,ORL,82,34,48,48.2,17.5,14.2,12.8,50.0,18.2,13.5,14.4,47.6
2022-23,regular-season,POR,82,33,49,48.1,16.3,11.8,14.2,47.7,17.8,13.6,15.3,53.3
2022-23,regular-season,CHA,82,27,55,48.4,17.3,14.2,15.3,53.0,16.9,14.3,12.2,52.8
2022-23,regular-season,HOU,82,22,60,48.2,15.6,16.7,12.9,54.9,20.6,13.0,17.5,49.0
2022-23,regular-season,SAS,82,22,60,48.4,15.8,15.8,13.5,55.6,19.0,14.7,15.3,56.7
2022-23,regular-season,DET,82,17,65,48.3,16.0,14.9,11.7,46.5,18.1,14.8,13.5,54.0
2022-23,playoffs,DEN,20,16,4,48.3,14.0,12.3,15.9,51.8,13.3,10.4,13.8,46.3
2022-23,playoffs,MIA,23,13,10,48.2,17.8,11.6,10.7,43.0,15.7,12.9,12.1,46.5
2022-23,playoffs,BOS,20,11,9,48.3,15.7,13.1,14.3,47.4,15.7,13.8,11.1,42.1
2022-23,playoffs,LAL,16,8,8,48.3,15.9,13.9,15.9,50.9,13.9,13.7,14.7,46.4
2022-23,playoffs,PHI,11,7,4,48.5,15.1,15.1,11.2,40.2,14.3,9.3,13.5,39.5
2022-23,playoffs,GSW,13,6,7,48.0,14.6,15.3,10.9,44.5,15.3,14.4,13.4,48.0
2022-23,playoffs,NYK,11,6,5,48.0,14.9,14.4,12.2,43.1,17.9,12.1,9.7,42.5
2022-23,playoffs,PHX,11,6,5,48.0,14.4,11.2,18.3,46.4,14.2,15.6,14.9,52.9
